row_label_raw,row_label_full,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn_1,Chi phí trả trước dài hạn_2,Chi phí trả trước dài hạn_3,Chi phí trả trước dài hạn_4,Chi phí trả trước dài hạn_5,numeric__Chi phí trả trước dài hạn_1,numeric__Chi phí trả trước dài hạn_2,numeric__Chi phí trả trước dài hạn_3,numeric__Chi phí trả trước dài hạn_4,numeric__Chi phí trả trước dài hạn_5
,,,Chi phí đất trả trước và chi phí đến bù giải phóng mặt bằng Nghìn VND,Chi phí khai thác khoáng sản khác Nghìn VND,Chi phí phát sinh để có được hợp đồng (*) Nghìn VND,Chi phí trả trước khác Nghìn VND,Tổng cộng Nghìn VND,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.227.286.643,1.821.116.958,112.247.550,123.042.680,3.283.693.831,1227286643.0,1821116958.0,112247550.0,123042680.0,3283693831.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,68.797.476,132.047.708,-,85.603.790,286.448.974,68797476.0,132047708.0,,85603790.0,286448974.0
Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 15),Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 15),Chuyển từ chí phí xây dựng cơ bản dở dang (Thuyết minh 15),-,-,-,45.648.183,45.648.183,,,,45648183.0,45648183.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(77.192.506),(172.487.998),(6.185.542),(116.634.491),(372.500.537),-77192506.0,-172487998.0,-6185542.0,-116634491.0,-372500537.0
,,,1.218.891.613,1.780.676.668,106.062.008,137.660.162,3.243.290.451,1218891613.0,1780676668.0,106062008.0,137660162.0,3243290451.0
