row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,ĐồngNghìn VND,FluoritNghìn VND,VonframNghìn VND,Các bộ phậnkhácNghìn VND,Tổng cộngNghìn VND,numeric__ĐồngNghìn VND,numeric__FluoritNghìn VND,numeric__VonframNghìn VND,numeric__Các bộ phậnkhácNghìn VND,numeric__Tổng cộngNghìn VND
Tải sản của bộ phậnTải sản không phân bổ,Tải sản của bộ phậnTải sản không phân bổ,Tải sản của bộ phậnTải sản không phân bổ,112.709.737,603.559.239,2.651.826.789,727.424.345,4.095.520.11022.871.006.890,112709737.0,603559239.0,2651826789.0,727424345.0,4.0955201102287104e+20
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,26.966.527.000,,,,,26966527000.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,14.802.833.484,,,,,14802833484.0
Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,ĐồngNghìn VND,FluoritNghìn VND,VonframNghìn VND,Các bộ phậnkhácNghìn VND,Tổng cộngNghìn VND,,,,,
Tải sản của bộ phậnTải sản không phân bổ,Tại ngày 1 tháng 1 năm 2024 > Tải sản của bộ phậnTải sản không phân bổ,Tải sản của bộ phậnTải sản không phân bổ,120.738.052,636.460.125,7.791.061.067,1.480.157.965,10.028.417.20930.343.938.904,120738052.0,636460125.0,7791061067.0,1480157965.0,1.002841720930344e+21
Tổng tài sản,Tại ngày 1 tháng 1 năm 2024 > Tổng tài sản,Tổng tài sản,,,,,40.372.356.113,,,,,40372356113.0
Tổng nợ phải trả,Tại ngày 1 tháng 1 năm 2024 > Tổng nợ phải trả,Tổng nợ phải trả,,,,,26.747.864.250,,,,,26747864250.0
