row_label_raw,row_label_full,col_0,Khôi phục hiện trường Nghìn VND,Quyền khai thác khoáng sản Nghìn VND,Quỹ hưu trí và phụ cấp khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Khôi phục hiện trường Nghìn VND,numeric__Quyền khai thác khoáng sản Nghìn VND,numeric__Quỹ hưu trí và phụ cấp khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,119.203.315,379.258.631,5.009.183.851,5.507.645.797,119203315.0,379258631.0,5009183851.0,5507645797.0
Dự phòng tăng trong năm,Dự phòng tăng trong năm,Dự phòng tăng trong năm,5.626.396,7.491.728,163.037.149,176.155.273,5626396.0,7491728.0,163037149.0,176155273.0
Tái xác định dự phòng trợ cấp hưu trí (*),Tái xác định dự phòng trợ cấp hưu trí (*),Tái xác định dự phòng trợ cấp hưu trí (*),-,-,(111.520.238),(111.520.238),,,-111520238.0,-111520238.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,-,(46.291.302),(252.918.428),(299.209.730),,-46291302.0,-252918428.0,-299209730.0
Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,-,-,(77.558.966),(77.558.966),,,-77558966.0,-77558966.0
Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),-,-,(4.730.223.368),(4.730.223.368),,,-4730223368.0,-4730223368.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,124.829.711,340.459.057,-,465.288.768,124829711.0,340459057.0,,465288768.0
