row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Nghìn VND,Máy móc và thiết bị Nghìn VND,Dụng cụ văn phòng Nghìn VND,Phương tiện vận chuyển Nghìn VND,Tài sản khai thác khoáng sản khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Nhà cửa và vật kiến trúc Nghìn VND,numeric__Máy móc và thiết bị Nghìn VND,numeric__Dụng cụ văn phòng Nghìn VND,numeric__Phương tiện vận chuyển Nghìn VND,numeric__Tài sản khai thác khoáng sản khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,7.324.566.090,18.114.927.512,42.933.174,17.488.349,5.095.926.136,30.595.841.261,7324566090.0,18114927512.0,42933174.0,17488349.0,5095926136.0,30595841261.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,8.758.802,85.707.685,-,-,-,94.466.487,8758802.0,85707685.0,,,,94466487.0
Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 15),Nguyên giá > Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 15),Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 15),126.764,925.534.232,-,-,-,925.660.996,126764.0,925534232.0,,,,925660996.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,-,-,(4.136.364),-,(4.136.364),,,,-4136364.0,,-4136364.0
Xóa số,Nguyên giá > Xóa số,Xóa số,-,(44.246.043),-,-,-,(44.246.043),,-44246043.0,,,,-44246043.0
Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,Nguyên giá > Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,(61.436.766),(54.105.271),-,-,-,(115.542.037),-61436766.0,-54105271.0,,,,-115542037.0
Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),Nguyên giá > Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),(1.639.788.228),(5.516.827.923),-,-,-,(7.156.616.151),-1639788228.0,-5516827923.0,,,,-7156616151.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,5.632.226.662,13.510.990.192,42.933.174,13.351.985,5.095.926.136,24.295.428.149,5632226662.0,13510990192.0,42933174.0,13351985.0,5095926136.0,24295428149.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,2.622.437.460,9.374.662.999,42.252.744,14.567.717,1.765.184.861,13.819.105.781,2622437460.0,9374662999.0,42252744.0,14567717.0,1765184861.0,13819105781.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,295.051.452,662.642.033,256.227,1.098.225,111.933.542,1.070.981.479,295051452.0,662642033.0,256227.0,1098225.0,111933542.0,1070981479.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,-,-,-,(4.136.364),-,(4.136.364),,,,-4136364.0,,-4136364.0
Xóa số,Giá trị hao mòn lũy kế > Xóa số,Xóa số,-,(20.914.606),-,-,-,(20.914.606),,-20914606.0,,,,-20914606.0
Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,Giá trị hao mòn lũy kế > Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,Chênh lệch do quy đổi đơn vị tiền tệ báo cáo,(4.824.032),(40.269.288),-,-,-,(45.093.320),-4824032.0,-40269288.0,,,,-45093320.0
Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),Giá trị hao mòn lũy kế > Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),Giảm do thoái vốn đầu tư vào công ty con (Thuyết minh 6),(578.884.915),(3.808.040.905),-,-,-,(4.386.925.820),-578884915.0,-3808040905.0,,,,-4386925820.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,2.333.779.965,6.168.080.233,42.508.971,11.529.578,1.877.118.403,10.433.017.150,2333779965.0,6168080233.0,42508971.0,11529578.0,1877118403.0,10433017150.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,4.702.128.630,8.740.264.513,680.430,2.920.632,3.330.741.275,16.776.735.480,4702128630.0,8740264513.0,680430.0,2920632.0,3330741275.0,16776735480.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,3.298.446.697,7.342.909.959,424.203,1.822.407,3.218.807.733,13.862.410.999,3298446697.0,7342909959.0,424203.0,1822407.0,3218807733.0,13862410999.0
