row_label_raw,row_label_full,Tại ngày và cho năm kết thúc ngày 31/12/2024,Việt NamNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,BiNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,ĐứcNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,Nhật BảnNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,MỹNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,Trung QuốcNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,LuxembourgNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,Các nước khácNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,Tổng cộngNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__Việt NamNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__BiNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__ĐứcNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__Nhật BảnNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__MỹNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__Trung QuốcNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__LuxembourgNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__Các nước khácNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024,numeric__Tổng cộngNghìn VND > Tại ngày và cho năm kết thúc ngày 31/12/2024
Doanh thu thuần bán rangoài,Doanh thu thuần bán rangoài,Doanh thu thuần bán rangoài,1.200.440.387,146.417.760,2.755.561.130,1.128.752.647,2.261.795.745,2.996.500.446,461.645.762,3.385.214.850,14.336.328.727,1200440387.0,146417760.0,2755561130.0,1128752647.0,2261795745.0,2996500446.0,461645762.0,3385214850.0,14336328727.0
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,26.325.556.484,-,94.336.380,50.734.761,162.284.006,65.162.232,93.233.861,175.219.276,26.966.527.000,26325556484.0,,94336380.0,50734761.0,162284006.0,65162232.0,93233861.0,175219276.0,26966527000.0
Chi tiêu vốn,Chi tiêu vốn,Chi tiêu vốn,288.237.892,-,170.194.164,-,-,54.755.919,-,22.827.659,536.015.634,288237892.0,,170194164.0,,,54755919.0,,22827659.0,536015634.0
,,,Việt NamNghìn VND,BiNghìn VND,ĐứcNghìn VND,Nhật BảnNghìn VND,MỹNghìn VND,Trung QuốcNghìn VND,LuxembourgNghìn VND,Các nước khácNghìn VND,Tổng cộngNghìn VND,,,,,,,,,
Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,Tại ngày và cho năm kết thúc ngày 31/12/2023,,,,,,,,,
Doanh thu thuần bán rangoài,Tại ngày và cho năm kết thúc ngày 31/12/2023 > Doanh thu thuần bán rangoài,Doanh thu thuần bán rangoài,1.014.454.613,48.893.597,2.389.630.183,668.071.851,2.543.256.314,2.960.525.219,1.344.266.403,3.124.155.307,14.093.253.487,1014454613.0,48893597.0,2389630183.0,668071851.0,2543256314.0,2960525219.0,1344266403.0,3124155307.0,14093253487.0
Tài sản của bộ phận,Tại ngày và cho năm kết thúc ngày 31/12/2023 > Tài sản của bộ phận,Tài sản của bộ phận,29.832.107.903,-,5.778.317.854,205.438.621,707.550.110,1.478.763.125,239.183.131,2.130.995.369,40.372.356.113,29832107903.0,,5778317854.0,205438621.0,707550110.0,1478763125.0,239183131.0,2130995369.0,40372356113.0
Chi tiêu vốn,Tại ngày và cho năm kết thúc ngày 31/12/2023 > Chi tiêu vốn,Chi tiêu vốn,723.972.060,-,93.299.974,-,-,22.086.722,-,10.043.653,849.402.409,723972060.0,,93299974.0,,,22086722.0,,10043653.0,849402409.0
