row_label_raw,row_label_full,col_0,col_1,Loại tiền,31/12/2024Nghìn VND,1/1/2024Nghìn VND,numeric__col_1,numeric__Loại tiền,numeric__31/12/2024Nghìn VND,numeric__1/1/2024Nghìn VND
Phát hành trái phiếu có đảm bảo,Phát hành trái phiếu có đảm bảo,Phát hành trái phiếu có đảm bảo,(i),VND,8.198.117.852,10.280.610.082,,,8198117852.0,10280610082.0
Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,(ii),VND,502.545.756,475.218.238,,,502545756.0,475218238.0
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,,CNY,-,94.334.406,,,,94334406.0
Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,(iii),VND,239.838.000,-,,,239838000.0,
,,,,,8.940.501.608,10.850.162.726,,,8940501608.0,10850162726.0
