row_label_raw,row_label_full,"Máy móc, thiết bị chỉ liên quan đến hoạt động chế biến khoáng sản",(a),numeric__(a)
"Máy móc, thiết bị liên quan đến hoạt động chế biến khoáng sản và được sử dụng cho hoạt động tái chế quặng thải tại OTC","Máy móc, thiết bị liên quan đến hoạt động chế biến khoáng sản và được sử dụng cho hoạt động tái chế quặng thải tại OTC","Máy móc, thiết bị liên quan đến hoạt động chế biến khoáng sản và được sử dụng cho hoạt động tái chế quặng thải tại OTC",(a) và (b),
Giá trị hợp lý của trữ lượng khoáng sản từ hợp nhất kinh doanh,Giá trị hợp lý của trữ lượng khoáng sản từ hợp nhất kinh doanh,Giá trị hợp lý của trữ lượng khoáng sản từ hợp nhất kinh doanh,(a) và (b),
