row_label_raw,row_label_full,Lỗ thuần trong năm (Nghìn VND),2024 > (1.586.598.650),2023 > (1.529.610.701),numeric__2024 > (1.586.598.650),numeric__2023 > (1.529.610.701)
Lợi nhuận thuần phân bổ cho cổ đông không kiểm soát (Nghìn VND),Lợi nhuận thuần phân bổ cho cổ đông không kiểm soát (Nghìn VND),Lợi nhuận thuần phân bổ cho cổ đông không kiểm soát (Nghìn VND),51.858.035,46.273.619,51858035.0,46273619.0
Lỗ thuần thuộc về cổ đông phổ thông (Nghìn VND),Lỗ thuần thuộc về cổ đông phổ thông (Nghìn VND),Lỗ thuần thuộc về cổ đông phổ thông (Nghìn VND),(1.638.456.685),(1.575.884.320),-1638456685.0,-1575884320.0
Số lượng cổ phiếu phổ thông bình quân gia quyền trong năm (cổ phiếu),Số lượng cổ phiếu phổ thông bình quân gia quyền trong năm (cổ phiếu),Số lượng cổ phiếu phổ thông bình quân gia quyền trong năm (cổ phiếu),1.099.155.420,1.099.155.420,1099155420.0,1099155420.0
Lỗ cơ bản trên cổ phiếu (VND/cổ phiếu),Lỗ cơ bản trên cổ phiếu (VND/cổ phiếu),Lỗ cơ bản trên cổ phiếu (VND/cổ phiếu),(1.491),(1.434),-1491.0,-1434.0
