row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,164.243.897.572,168.531.870.156,164243897572.0,168531870156.0
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,164.122.878.951,83.126.606.578,164122878951.0,83126606578.0
Công ty Cổ phần Chánh Nghĩa - Quốc Cường,Công ty Cổ phần Chánh Nghĩa - Quốc Cường,Công ty Cổ phần Chánh Nghĩa - Quốc Cường,82.583.156.042,-,82583156042.0,
Công ty TNHH Gamuda Land Vietnam,Công ty TNHH Gamuda Land Vietnam,Công ty TNHH Gamuda Land Vietnam,72.410.595.683,61.661.483.507,72410595683.0,61661483507.0
Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,Công ty Cổ phần Hồng Lam Xuân Thành,50.493.352.293,-,50493352293.0,
Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,44.155.189.652,-,44155189652.0,
Công ty Cổ phần VMF,Công ty Cổ phần VMF,Công ty Cổ phần VMF,39.284.199.789,86.239.992.938,39284199789.0,86239992938.0
Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,22.373.972.812,26.268.475.059,22373972812.0,26268475059.0
Công ty Cổ phần Bắt động sản Belleville Hà Nội,Công ty Cổ phần Bắt động sản Belleville Hà Nội,Công ty Cổ phần Bắt động sản Belleville Hà Nội,15.423.949.805,15.798.263.316,15423949805.0,15798263316.0
Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,8.506.800.073,7.399.732.261,8506800073.0,7399732261.0
Công ty Cổ phần Thiên Phúc Điền,Công ty Cổ phần Thiên Phúc Điền,Công ty Cổ phần Thiên Phúc Điền,8.225.014.182,21.395.671.082,8225014182.0,21395671082.0
Công ty TNHH FLC Quảng Bình Beach & Golf Resort,Công ty TNHH FLC Quảng Bình Beach & Golf Resort,Công ty TNHH FLC Quảng Bình Beach & Golf Resort,8.124.420.772,11.169.886.586,8124420772.0,11169886586.0
Công ty Cổ phần Khai Sơn,Công ty Cổ phần Khai Sơn,Công ty Cổ phần Khai Sơn,1.341.973.394,36.130.085.422,1341973394.0,36130085422.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,132.182.852.339,164.999.774.520,132182852339.0,164999774520.0
,,,813.472.253.359,682.721.841.425,813472253359.0,682721841425.0
Phải thu khách hàng là các bên liên quan(chi tiết trình bày tại Thuyết minh số 28),Phải thu khách hàng là các bên liên quan(chi tiết trình bày tại Thuyết minh số 28),Phải thu khách hàng là các bên liên quan(chi tiết trình bày tại Thuyết minh số 28),166.101.202.906,84.213.628.711,166101202906.0,84213628711.0
