row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,2.325.233.584.054,1.687.183.565.455,2325233584054.0,1687183565455.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu môi giới bắt động sản,Trong đó: > Doanh thu môi giới bắt động sản,Doanh thu môi giới bắt động sản,1.277.210.854.951,1.163.464.253.280,1277210854951.0,1163464253280.0
Doanh thu chuyển nhượng bắt động sản,Trong đó: > Doanh thu chuyển nhượng bắt động sản,Doanh thu chuyển nhượng bắt động sản,1.000.363.882.781,462.567.068.958,1000363882781.0,462567068958.0
"Doanh thu dịch vụ quảng cáo, tổ chức sự kiện","Trong đó: > Doanh thu dịch vụ quảng cáo, tổ chức sự kiện","Doanh thu dịch vụ quảng cáo, tổ chức sự kiện",27.430.671.056,60.727.323.462,27430671056.0,60727323462.0
Doanh thu dịch vụ cho thuê văn phòng,Trong đó: > Doanh thu dịch vụ cho thuê văn phòng,Doanh thu dịch vụ cho thuê văn phòng,20.228.175.266,424.919.755,20228175266.0,424919755.0
,,,2.325.233.584.054,1.687.183.565.455,2325233584054.0,1687183565455.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,12.802.872.727,,12802872727.0,
,,,12.802.872.727,-,12802872727.0,
Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày tại Thuyết minh số 28),Các khoản giảm trừ doanh thu > Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày tại Thuyết minh số 28),Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày tại Thuyết minh số 28),188.237.651.751,249.455.387.761,188237651751.0,249455387761.0
