row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.773.513.275.278,1.678.371.811.888,100.0,,1773513275278.0,1678371811888.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,167.519.548.490,322.785.384.428,110.0,4.0,167519548490.0,322785384428.0
1. Tiền,1. Tiền,1. Tiền,111,,114.579.301.900,322.785.384.428,111.0,,114579301900.0,322785384428.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,52.940.246.590,-,112.0,,52940246590.0,
II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,130,,1.439.223.211.461,894.504.065.731,130.0,,1439223211461.0,894504065731.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5,813.472.253.359,682.721.841.425,131.0,5.0,813472253359.0,682721841425.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,6,22.028.994.890,11.920.898.155,132.0,6.0,22028994890.0,11920898155.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,7,154.500.000.000,-,135.0,7.0,154500000000.0,
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,8,457.118.954.873,207.130.628.514,136.0,8.0,457118954873.0,207130628514.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,9,(7.896.991.661),(7.269.302.363),137.0,9.0,-7896991661.0,-7269302363.0
III. Hàng tồn kho,III. Hàng tồn kho,III. Hàng tồn kho,140,10,141.709.747.174,459.866.859.977,140.0,10.0,141709747174.0,459866859977.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,141.709.747.174,459.866.859.977,141.0,,141709747174.0,459866859977.0
IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,150,,25.060.768.153,1.215.501.752,150.0,,25060768153.0,1215501752.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,25.060.485.517,1.215.501.752,151.0,11.0,25060485517.0,1215501752.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,282.636,-,152.0,,282636.0,
