row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,908.056.576.088,649.937.833.974,200.0,,908056576088.0,649937833974.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,654.409.030.229,482.052.153.009,210.0,,654409030229.0,482052153009.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,8,654.409.030.229,482.052.153.009,216.0,8.0,654409030229.0,482052153009.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,187.997.988.389,141.156.529.934,220.0,,187997988389.0,141156529934.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,144.445.134.128,138.707.457.445,221.0,12.0,144445134128.0,138707457445.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,164.596.115.004,148.172.635.005,222.0,,164596115004.0,148172635005.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(20.150.980.876),(9.465.177.560),223.0,,-20150980876.0,-9465177560.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,78.951.584,223.761.872,224.0,,78951584.0,223761872.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,460.800.000,460.800.000,225.0,,460800000.0,460800000.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,226,,(381.848.416),(237.038.128),226.0,,-381848416.0,-237038128.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,13,43.473.902.677,2.225.310.617,227.0,13.0,43473902677.0,2225310617.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,56.304.333.121,5.175.247.505,228.0,,56304333121.0,5175247505.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(12.830.430.444),(2.949.936.888),229.0,,-12830430444.0,-2949936888.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,42.446.678.380,19.720.849.068,240.0,,42446678380.0,19720849068.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,14,42.446.678.380,19.720.849.068,242.0,14.0,42446678380.0,19720849068.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,23.202.879.090,7.008.301.963,260.0,,23202879090.0,7008301963.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,22.655.435.056,7.008.301.963,261.0,11.0,22655435056.0,7008301963.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,,547.444.034,-,262.0,,547444034.0,
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,2.681.569.851.366,2.328.309.645.862,270.0,,2681569851366.0,2328309645862.0
