row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,TSCĐ vô hình khác,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__TSCĐ vô hình khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,
Số đầu năm,NGUYÊN GIÁ > Số đầu năm,Số đầu năm,-,4.832.974.769,342.272.736,5.175.247.505,,4832974769.0,342272736.0,5175247505.0
Mua sắm mới,NGUYÊN GIÁ > Mua sắm mới,Mua sắm mới,-,43.032.600.000,-,43.032.600.000,,43032600000.0,,43032600000.0
Phân loại lại,NGUYÊN GIÁ > Phân loại lại,Phân loại lại,8.096.485.616,-,-,8.096.485.616,8096485616.0,,,8096485616.0
Số cuối năm,NGUYÊN GIÁ > Số cuối năm,Số cuối năm,8.096.485.616,47.865.574.769,342.272.736,56.304.333.121,8096485616.0,47865574769.0,342272736.0,56304333121.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,
Số đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số đầu năm,Số đầu năm,-,2.792.887.761,157.049.127,2.949.936.888,,2792887761.0,157049127.0,2949936888.0
Trích khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Trích khấu hao trong năm,Trích khấu hao trong năm,-,9.767.698.819,112.794.737,9.880.493.556,,9767698819.0,112794737.0,9880493556.0
Số cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số cuối năm,Số cuối năm,-,12.560.586.580,269.843.864,12.830.430.444,,12560586580.0,269843864.0,12830430444.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,
Số cuối năm,GIÁ TRỊ CÒN LẠI > Số cuối năm,Số cuối năm,8.096.485.616,35.304.988.189,72.428.872,43.473.902.677,8096485616.0,35304988189.0,72428872.0,43473902677.0
Số đầu năm,GIÁ TRỊ CÒN LẠI > Số đầu năm,Số đầu năm,-,2.040.087.008,185.223.609,2.225.310.617,,2040087008.0,185223609.0,2225310617.0
