row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá trị,Số có khả năngtrà nợ,Giá trị,Số có khả năngtrà nợ,,,,
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,9.736.474.791,9.736.474.791,8.009.289.955,8.009.289.955,9736474791.0,9736474791.0,8009289955.0,8009289955.0
Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,3.089.023.296,3.089.023.296,-,-,3089023296.0,3089023296.0,,
Công ty TNHH Thương mại và Đầu tư Ngọc Lạng,Công ty TNHH Thương mại và Đầu tư Ngọc Lạng,Công ty TNHH Thương mại và Đầu tư Ngọc Lạng,2.454.191.149,2.454.191.149,5.879.077.674,5.879.077.674,2454191149.0,2454191149.0,5879077674.0,5879077674.0
Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,2.005.260.500,2.005.260.500,-,-,2005260500.0,2005260500.0,,
Công ty Cổ phần Bắt động sản CORE REALTY,Công ty Cổ phần Bắt động sản CORE REALTY,Công ty Cổ phần Bắt động sản CORE REALTY,1.997.747.288,1.997.747.288,4.065.361.301,4.065.361.301,1997747288.0,1997747288.0,4065361301.0,4065361301.0
Công ty Cổ phần Nhà rè 24H,Công ty Cổ phần Nhà rè 24H,Công ty Cổ phần Nhà rè 24H,-,-,3.241.149.985,3.241.149.985,,,3241149985.0,3241149985.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,73.496.448.889,73.496.448.889,94.807.671.713,94.807.671.713,73496448889.0,73496448889.0,94807671713.0,94807671713.0
,,,92.779.145.913,92.779.145.913,116.002.550.628,116.002.550.628,92779145913.0,92779145913.0,116002550628.0,116002550628.0
Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),13.205.082.918,13.205.082.918,13.574.730.720,13.574.730.720,13205082918.0,13205082918.0,13574730720.0,13574730720.0
