row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,178.376.770.967,245.573.568.396,178376770967.0,245573568396.0
Công ty Cổ phần Dolphin 2 Việt Nam,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,6.246.959.102,2.986.437.665,6246959102.0,2986437665.0
Công ty Cổ phần Tập đoàn Thế kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,520.107.732,25.938.156,520107732.0,25938156.0
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,373.508.196,86.548.294,373508196.0,86548294.0
Công ty Cổ phần Thẩm dinh qiá Thế kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Thẩm dinh qiá Thế kỳ,Công ty Cổ phần Thẩm dinh qiá Thế kỳ,2.026.874.764,759.857.168,2026874764.0,759857168.0
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,693.430.990,23.038.082,693430990.0,23038082.0
,,,188.237.651.751,249.455.387.761,188237651751.0,249455387761.0
Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,,
Công ty Cổ phần Dolphin 2 Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,137.580.500.102,144.209.181.818,137580500102.0,144209181818.0
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,-,71.399.570.843,,71399570843.0
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế Kỳ,4.091.974.578,21.038.944.968,4091974578.0,21038944968.0
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,979.933.280,2.973.896.024,979933280.0,2973896024.0
Công ty Cổ phần Thẩm dinh qiá Thế kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Thẩm dinh qiá Thế kỳ,Công ty Cổ phần Thẩm dinh qiá Thế kỳ,10.000.000,-,10000000.0,
Công ty Cổ phần Tập đoàn Thế kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,19.403.657.897,12.814.117.699,19403657897.0,12814117699.0
,,,162.066.065.857,252.435.711.352,162066065857.0,252435711352.0
Cho vay vốn lưu động,Cho vay vốn lưu động,Cho vay vốn lưu động,Cho vay vốn lưu động,Cho vay vốn lưu động,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Cho vay vốn lưu động > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,72.000.000.000,-,72000000000.0,
,,,72.000.000.000,-,72000000000.0,
