row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,22,2.325.233.584.054,1.687.183.565.455,1.0,22.0,2325233584054.0,1687183565455.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,12.802.872.727,-,2.0,,12802872727.0,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,2.312.430.711.327,1.687.183.565.455,10.0,,2312430711327.0,1687183565455.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,23,1.560.339.720.950,1.131.568.838.755,11.0,23.0,1560339720950.0,1131568838755.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,752.090.990.377,555.614.726.700,20.0,,752090990377.0,555614726700.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,26,5.012.227.952,2.983.031.981,21.0,26.0,5012227952.0,2983031981.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,,22.231.183.764,-,22.0,,22231183764.0,
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,22.231.183.764,-,23.0,,22231183764.0,
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,24,51.044.307.179,14.173.084.767,25.0,24.0,51044307179.0,14173084767.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,24,190.687.903.461,141.380.137.573,26.0,24.0,190687903461.0,141380137573.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,493.139.823.925,403.044.536.341,30.0,,493139823925.0,403044536341.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,1.315.870.969,541.940.663,31.0,,1315870969.0,541940663.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,3.245.030.891,2.903.550.224,32.0,,3245030891.0,2903550224.0
13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),40,,(1.929.159.922),(2.361.609.561),40.0,,-1929159922.0,-2361609561.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,491.210.664.003,400.682.926.780,50.0,,491210664003.0,400682926780.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,,98.239.955.912,80.643.658.724,51.0,,98239955912.0,80643658724.0
16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,225.235.419,-,52.0,,225235419.0,
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,392.745.472.672,320.039.268.056,60.0,,392745472672.0,320039268056.0
16.1. Lợi nhuận sau thuế của Cổ đông Công ty mẹ,16.1. Lợi nhuận sau thuế của Cổ đông Công ty mẹ,16.1. Lợi nhuận sau thuế của Cổ đông Công ty mẹ,61,,388.774.476.599,315.301.354.839,61.0,,388774476599.0,315301354839.0
16.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,16.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,16.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,62,,3.970.996.073,4.737.913.217,62.0,,3970996073.0,4737913217.0
