row_label_raw,row_label_full,col_0,Dự phòng rủi ro các khoản phải thu khó đòi từ các khoản ủy thác đầu tưTriệu VND,Dự phòng rủi ro các tài sản có khácTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng rủi ro các khoản phải thu khó đòi từ các khoản ủy thác đầu tưTriệu VND,numeric__Dự phòng rủi ro các tài sản có khácTriệu VND,numeric__Tổng cộngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,386.400,14.009,400.409,386400.0,14009.0,400409.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,350.000,13.240,363.240,350000.0,13240.0,363240.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(120.000),-,(120.000),-120000.0,,-120000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,616.400,27.249,643.649,616400.0,27249.0,643649.0
