row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,%,31/12/2017Triệu VND,%_1,numeric__31/12/2018Triệu VND,numeric__%,numeric__31/12/2017Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty nhà nước,Cho vay các tổ chức kinh tế > Công ty nhà nước,Công ty nhà nước,18.525.679,"8,89",21.123.365,"10,97",18525679.0,8.89,21123365.0,10.97
Công ty TNHH khác,Cho vay các tổ chức kinh tế > Công ty TNHH khác,Công ty TNHH khác,33.997.631,"16,31",33.029.095,"17,15",33997631.0,16.31,33029095.0,17.15
Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),13.093.719,"6,28",16.986.532,"8,82",13093719.0,6.28,16986532.0,8.82
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,87.681.123,"42,05",79.997.405,"41,55",87681123.0,42.05,79997405.0,41.55
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,6.158,"0,00",8.321,"0,00",6158.0,0.0,8321.0,0.0
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,2.324.998,"1,12",1.676.668,"0,87",2324998.0,1.12,1676668.0,0.87
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,30.801,"0,01",32.569,"0,02",30801.0,0.01,32569.0,0.02
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,43.441,"0,02",58.869,"0,03",43441.0,0.02,58869.0,0.03
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",50.902.909,"24,41",37.323.800,"19,38",50902909.0,24.41,37323800.0,19.38
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,1.893.622,"0,91",2.338.201,"1,21",1893622.0,0.91,2338201.0,1.21
,,,208.500.081,"100,00",192.574.825,"100,00",208500081.0,100.0,192574825.0,100.0
