row_label_raw,row_label_full,col_0,Giao dịch,Giao dịch_1,numeric__Giao dịch,numeric__Giao dịch_1
,,,2018Triệu VNDDoanh thu/(chi phí),2017Triệu VNDDoanh thu/(chi phí),,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,,
Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”),Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”),,
▪ Chi phí lãi tiền gửi,Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”) > ▪ Chi phí lãi tiền gửi,▪ Chi phí lãi tiền gửi,2.488,890,2488.0,890.0
▪ Chi phí khác,Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”) > ▪ Chi phí khác,▪ Chi phí khác,69.538,45.110,69538.0,45110.0
▪ Thu nhập lãi cho vay,Tài sản NH TMCP Sài Gòn – Hà Nội (“SHB AMC”) > ▪ Thu nhập lãi cho vay,▪ Thu nhập lãi cho vay,592,22.481,592.0,22481.0
Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”),Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”),,
▪ Thu lãi điều chuyển vốn nội bộ,Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”) > ▪ Thu lãi điều chuyển vốn nội bộ,▪ Thu lãi điều chuyển vốn nội bộ,16.735,64.898,16735.0,64898.0
▪ Thu nhập lãi cho vay,Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”) > ▪ Thu nhập lãi cho vay,▪ Thu nhập lãi cho vay,25.829,-,25829.0,
▪ Chi phí lãi tiền gửi,Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (“SHB Lào”) > ▪ Chi phí lãi tiền gửi,▪ Chi phí lãi tiền gửi,11.047,-,11047.0,
Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (“SHB FC”),Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (“SHB FC”),Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (“SHB FC”),Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (“SHB FC”),Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (“SHB FC”),,
▪ Chi phí lãi tiền gửi,Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (“SHB FC”) > ▪ Chi phí lãi tiền gửi,▪ Chi phí lãi tiền gửi,1.715,-,1715.0,
▪ Chi phí lãi trái phiếu,Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (“SHB FC”) > ▪ Chi phí lãi trái phiếu,▪ Chi phí lãi trái phiếu,47.381,-,47381.0,
▪ Thu nhập từ cho thuê văn phòng,▪ Thu nhập từ cho thuê văn phòng,▪ Thu nhập từ cho thuê văn phòng,-,-,,
