row_label_raw,row_label_full,Tại 31 tháng 12 năm 2017(Triệu VND),Quá hạn,Khônghuống lãi,Dưới1 tháng,Từ 1 đến3 tháng,Từ 3 đến6 tháng,Từ 6 đến12 tháng,Từ 1 đến5 năm,Trên 5 năm,Tổng cộng,numeric__Quá hạn,numeric__Khônghuống lãi,numeric__Dưới1 tháng,numeric__Từ 1 đến3 tháng,numeric__Từ 3 đến6 tháng,numeric__Từ 6 đến12 tháng,numeric__Từ 1 đến5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,1.396.686,-,-,-,-,-,-,1.396.686,,1396686.0,,,,,,,1396686.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,2.970.959,-,-,-,-,-,2.970.959,,,2970959.0,,,,,,2970959.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,-,-,29.657.814,4.966.375,3.254.006,-,-,-,37.878.195,,,29657814.0,4966375.0,3254006.0,,,,37878195.0
Các công cụ tài chính phải sinh và các TSTC khác,Tài sản > Các công cụ tài chính phải sinh và các TSTC khác,Các công cụ tài chính phải sinh và các TSTC khác,-,134.896,-,-,-,-,-,-,134.896,,134896.0,,,,,,,134896.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,7.691.788,-,61.057.437,85.294.633,17.031.978,13.212.475,7.565.602,720.912,192.574.825,7691788.0,,61057437.0,85294633.0,17031978.0,13212475.0,7565602.0,720912.0,192574825.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,150.000,8.152.409,-,357,1.099.861,3.789.029,7.083.406,2.676.148,22.951.210,150000.0,8152409.0,,357.0,1099861.0,3789029.0,7083406.0,2676148.0,22951210.0
"Góp vốn, đầu tư dài hạn","Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,3.451.362,-,-,-,-,-,-,3.451.362,,3451362.0,,,,,,,3451362.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,3.930.975,-,-,-,-,-,-,3.930.975,,3930975.0,,,,,,,3930975.0
Tài sản cố khác - gộp,Tài sản > Tài sản cố khác - gộp,Tài sản cố khác - gộp,3.626.453,22.293.908,-,-,-,-,-,-,25.920.361,3626453.0,22293908.0,,,,,,,25920361.0
,,,11.468.241,39.360.236,93.686.210,90.261.365,21.385.845,17.001.504,14.649.008,3.397.060,291.209.469,11468241.0,39360236.0,93686210.0,90261365.0,21385845.0,17001504.0,14649008.0,3397060.0,291209469.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,-,-,-,-,2.758.343,-,-,-,2.758.343,,,,,2758343.0,,,,2758343.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,39.221.448,11.419.834,2.356.802,265.199,2.047,3.842,53.269.172,,,39221448.0,11419834.0,2356802.0,265199.0,2047.0,3842.0,53269172.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,62.046.565,42.136.959,43.646.125,39.939.300,6.438.986,3.173,194.211.108,,,62046565.0,42136959.0,43646125.0,39939300.0,6438986.0,3173.0,194211108.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,62.046.565,42.136.959,43.646.125,39.939.300,6.438.986,3.173,194.211.108,,,62046565.0,42136959.0,43646125.0,39939300.0,6438986.0,3173.0,194211108.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,62.046.565,42.136.959,43.646.125,39.939.300,6.438.986,3.173,194.211.108,,,62046565.0,42136959.0,43646125.0,39939300.0,6438986.0,3173.0,194211108.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,62.046.565,42.136.959,43.646.125,39.939.300,6.438.986,3.173,194.211.108,,,62046565.0,42136959.0,43646125.0,39939300.0,6438986.0,3173.0,194211108.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,62.046.565,42.136.959,43.646.125,39.939.300,6.438.986,3.173,194.211.108,,,62046565.0,42136959.0,43646125.0,39939300.0,6438986.0,3173.0,194211108.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,62.046.565,42.136.959,43.646.125,39.939.300,6.438.986,3.173,194.211.108,,,62046565.0,42136959.0,43646125.0,39939300.0,6438986.0,3173.0,194211108.0
