row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > VNDGiá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > VNDGiá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > VNDGiá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > VNDGiá trị hợp lý
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,8.533.837.076.877,-,,4.922.220.193.368,-,,8533837076877.0,,,4922220193368.0,,
Công ty Cổ phần Hạ tầng GELEX (i),Công ty Cổ phần Hạ tầng GELEX (i),Công ty Cổ phần Hạ tầng GELEX (i),6.130.316.883.509,-,(i),2.700.000.000.000,-,(i),6130316883509.0,,,2700000000000.0,,
Công ty Cổ phần Thiết bị điện GELEX (ii),Công ty Cổ phần Thiết bị điện GELEX (ii),Công ty Cổ phần Thiết bị điện GELEX (ii),2.403.520.193.368,-,(ii),2.222.220.193.368,-,(i),2403520193368.0,,,2222220193368.0,,
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,51.858.695.455,-,114.870.740.000,2.796.301.355.039,-,3.260.483.098.000,51858695455.0,,114870740000.0,2796301355039.0,,3260483098000.0
Tổng Công ty Viglacera - CTCP (iii),Tổng Công ty Viglacera - CTCP (iii),Tổng Công ty Viglacera - CTCP (iii),-,-,-,2.744.442.659.584,-,3.200.940.008.000,,,,2744442659584.0,,3200940008000.0
Công ty Cổ phần Đầu tư Khu công nghiệp,Công ty Cổ phần Đầu tư Khu công nghiệp,Công ty Cổ phần Đầu tư Khu công nghiệp,51.858.695.455,-,114.870.740.000,51.858.695.455,-,59.543.090.000,51858695455.0,,114870740000.0,51858695455.0,,59543090000.0
Dầu khí Long Sơn (iv),Dầu khí Long Sơn (iv),Dầu khí Long Sơn (iv),8.585.695.772.332,-,-,7.718.521.548.407,-,-,8585695772332.0,,,7718521548407.0,,
