row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,1.634.375.000.000,608.125.000.000,1634375000000.0,608125000000.0
Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,800.000.000.000,-,800000000000.0,
Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,534.375.000.000,608.125.000.000,534375000000.0,608125000000.0
Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,300.000.000.000,-,300000000000.0,
Phải trả người bán,Phải trả người bán,Phải trả người bán,11.254.101,138.524.927,11254101.0,138524927.0
Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,11.254.101,138.524.927,11254101.0,138524927.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,5.073.698.627,268.400.000,5073698627.0,268400000.0
Công ty Cố phần Chế Tạo Điện Cơ Hà Nội,Công ty Cố phần Chế Tạo Điện Cơ Hà Nội,Công ty Cố phần Chế Tạo Điện Cơ Hà Nội,4.213.698.627,-,4213698627.0,
Công ty Cố phần chứng khoán VIX,Công ty Cố phần chứng khoán VIX,Công ty Cố phần chứng khoán VIX,860.000.000,268.400.000,860000000.0,268400000.0
Phải trả khác,Phải trả khác,Phải trả khác,535.046.531,176.566.131.908,535046531.0,176566131908.0
Công ty Cố phần chứng khoán VIX,Công ty Cố phần chứng khoán VIX,Công ty Cố phần chứng khoán VIX,535.046.531,535.046.531,535046531.0,535046531.0
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,-,160.000.000.000,,160000000000.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,-,3.107.404.507,,3107404507.0
Công ty Cố phần Dây Cáp Điện Việt Nam,Công ty Cố phần Dây Cáp Điện Việt Nam,Công ty Cố phần Dây Cáp Điện Việt Nam,-,11.596.273.972,,11596273972.0
Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,-,1.327.406.898,,1327406898.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,280.000.000.000,-,280000000000.0,
Công ty Cố phần Thiết bị đo điện EMIC,Công ty Cố phần Thiết bị đo điện EMIC,Công ty Cố phần Thiết bị đo điện EMIC,225.000.000.000,-,225000000000.0,
Công ty Cố phần Chế tạo điện cơ Hà Nội,Công ty Cố phần Chế tạo điện cơ Hà Nội,Công ty Cố phần Chế tạo điện cơ Hà Nội,55.000.000.000,-,55000000000.0,
Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,138.542.723.023,134.152.463.885,138542723023.0,134152463885.0
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,106.835.521.307,110.385.857.975,106835521307.0,110385857975.0
Công ty Cố phần Dây cáp điện Việt Nam,Công ty Cố phần Dây cáp điện Việt Nam,Công ty Cố phần Dây cáp điện Việt Nam,21.242.150.437,21.948.065.329,21242150437.0,21948065329.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,10.293.672.078,1.818.540.581,10293672078.0,1818540581.0
Công ty Cố phần K.I.P Việt Nam,Công ty Cố phần K.I.P Việt Nam,Công ty Cố phần K.I.P Việt Nam,171.379.201,-,171379201.0,
