row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,10.658.808.687,9.742.736.071,10658808687.0,9742736071.0
Hoàn nhập dự phòng bảo hành sản phẩm,Chi phí bán hàng > Hoàn nhập dự phòng bảo hành sản phẩm,Hoàn nhập dự phòng bảo hành sản phẩm,(5.382.631.746),(2.123.935.262),-5382631746.0,-2123935262.0
,,,5.276.176.941,7.618.800.809,5276176941.0,7618800809.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,46.337.284.995,40.894.972.177,46337284995.0,40894972177.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,1.820.657.760,2.164.049.406,1820657760.0,2164049406.0
"Thuế, phí, lệ phí","Chi phí quản lý doanh nghiệp > Thuế, phí, lệ phí","Thuế, phí, lệ phí",719.828.390,7.061.024.505,719828390.0,7061024505.0
Chi phí/(Hoàn nhập) dự phòng,Chi phí quản lý doanh nghiệp > Chi phí/(Hoàn nhập) dự phòng,Chi phí/(Hoàn nhập) dự phòng,466.329.332,(459.410.781),466329332.0,-459410781.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,15.639.068.139,20.399.987.693,15639068139.0,20399987693.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,52.866.029.685,16.077.184.392,52866029685.0,16077184392.0
,,,117.849.198.301,86.137.807.392,117849198301.0,86137807392.0
