row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,1.090.122.672.844,244.084.593.537,1090122672844.0,244084593537.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,865.742.899.954,109.811.480.411,865742899954.0,109811480411.0
Công ty Cố phần Thiết bị Điện,Công ty Cố phần Thiết bị Điện,Công ty Cố phần Thiết bị Điện,148.628.198.913,120.796.161.698,148628198913.0,120796161698.0
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,74.290.700.283,10.690.833.979,74290700283.0,10690833979.0
Công ty Cố phần Chế tạo Điện Cơ Hà Nội,Công ty Cố phần Chế tạo Điện Cơ Hà Nội,Công ty Cố phần Chế tạo Điện Cơ Hà Nội,754.468.892,1.923.153.752,754468892.0,1923153752.0
Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,623.271.678,564.062.020,623271678.0,564062020.0
Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,81.349.487,-,81349487.0,
Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,1.783.637,-,1783637.0,
Công ty Cố phần Dây Cáp Điện Việt Nam,Công ty Cố phần Dây Cáp Điện Việt Nam,Công ty Cố phần Dây Cáp Điện Việt Nam,-,19.800.000,,19800000.0
Công ty Cố phần Thiết bị đo điện EMIC,Công ty Cố phần Thiết bị đo điện EMIC,Công ty Cố phần Thiết bị đo điện EMIC,-,279.101.677,,279101677.0
Phải thu khác,Phải thu khác,Phải thu khác,101.166.520.549,175.682.869.594,101166520549.0,175682869594.0
Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,101.166.520.549,148.832.547.940,101166520549.0,148832547940.0
Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,-,26.850.321.654,,26850321654.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,892.350.000.000,1.688.079.346.054,892350000000.0,1688079346054.0
Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,Công ty Cố phần Hạ tầng GELEX,818.600.000.000,1.163.100.000.000,818600000000.0,1163100000000.0
Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,73.750.000.000,36.875.000.000,73750000000.0,36875000000.0
Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,Công ty Cố phần Thiết bị điện GELEX,-,488.104.346.054,,488104346054.0
