row_label_raw,row_label_full,Ông Nguyễn Hoa Cương,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Phó Chủ tịch,
Ông Nguyễn Trọng Hiền,Ông Nguyễn Trọng Hiền,Ông Nguyễn Trọng Hiền,Phó Chủ tịch (Thành viên độc lập),
Ông Lương Thanh Tùng,Ông Lương Thanh Tùng,Ông Lương Thanh Tùng,Phó Chủ tịch,
Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Thành viên,
Ông Võ Anh Linh,Ông Võ Anh Linh,Ông Võ Anh Linh,Thành viên độc lập,
Ông Đậu Minh Lâm,Ông Đậu Minh Lâm,Ông Đậu Minh Lâm,Thành viên độc lập (bổ nhiệm ngày 18 tháng 6 năm 2021),
