row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp/khẩu trừ trong năm,Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp/khẩu trừ trong năm,numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,-,513.021.050.345,513.021.050.345,-,-,,,513021050345.0,513021050345.0,,
"Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu",22.861.440,-,1.273.657.441,1.250.796.001,-,-,22861440.0,,1273657441.0,1250796001.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.000.000.000,-,-,-,1.000.000.000,-,1000000000.0,,,,1000000000.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,281.419.000,7.239.910.060,7.166.861.810,-,354.467.250,,281419000.0,7239910060.0,7166861810.0,,354467250.0
"Thuế nhà đất, tiên thuê đất","Thuế nhà đất, tiên thuê đất","Thuế nhà đất, tiên thuê đất",3.869.259.241,-,25.669.967.556,23.398.016.635,1.597.308.320,-,3869259241.0,,25669967556.0,23398016635.0,1597308320.0,
Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,-,2.016.039,5.275.286.007,5.277.302.046,-,-,,2016039.0,5275286007.0,5277302046.0,,
,,,4.892.120.681,283.435.039,552.479.871.409,550.114.026.837,2.597.308.320,354.467.250,4892120681.0,283435039.0,552479871409.0,550114026837.0,2597308320.0,354467250.0
