row_label_raw,row_label_full,STT,Tên,Địa điểm,Ngành nghề,2023 > Tỷ lệ sở hữu %,2023 > Tỷ lệ quyền biểu quyết %,2023 > Giá gốc VND,2023 > Giá trị hợp lý VND,2023 > Dự phòng VND,2022 > Tỷ lệ sở hữu %,2022 > Tỷ lệ quyền biểu quyết %,2022 > Giá gốc VND,2022 > Giá trị hợp lý VND,numeric__Tên,numeric__Địa điểm,numeric__Ngành nghề,numeric__2023 > Tỷ lệ sở hữu %,numeric__2023 > Tỷ lệ quyền biểu quyết %,numeric__2023 > Giá gốc VND,numeric__2023 > Giá trị hợp lý VND,numeric__2023 > Dự phòng VND,numeric__2022 > Tỷ lệ sở hữu %,numeric__2022 > Tỷ lệ quyền biểu quyết %,numeric__2022 > Giá gốc VND,numeric__2022 > Giá trị hợp lý VND
1,1,1,Công ly Cổ phần Nova Hospitality,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",20.115.509.210.000,(*),-,"100,00%","100,00%",20.115.509.210.000,(*),,,,1.0,1.0,20115509210000.0,,,1.0,1.0,20115509210000.0,
2,2,2,Công ly TNHH No Va Thảo Điển,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",7.821.622.500.000,(*),-,"99,99%","99,99%",7.821.622.500.000,(*),,,,0.9998999999999999,0.9998999999999999,7821622500000.0,,,0.9998999999999999,0.9998999999999999,7821622500000.0,
3,3,3,Công ly Cổ phần Địa ốc No Va Mỹ Đình,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",7.550.594.000.000,(*),-,"99,99%","99,99%",7.550.594.000.000,(*),,,,0.9998999999999999,0.9998999999999999,7550594000000.0,,,0.9998999999999999,0.9998999999999999,7550594000000.0,
4,4,4,Công ly TNHH Bất động sản Khải Hưng,TP. Hồ Chí Minh,Kinh doanh bất động sản,"97,76%","97,76%",6.920.965.000.000,(*),-,"97,76%","97,76%",6.920.965.000.000,(*),,,,0.9776,0.9776,6920965000000.0,,,0.9776,0.9776,6920965000000.0,
5,5,5,Công ly Cổ phần Đầu tư Địa ốc No Va,TP. Hồ Chí Minh,Kinh doanh bất động sản,"98,09%","99,97%",5.470.700.000.000,(*),-,"98,09%","99,97%",5.470.700.000.000,(*),,,,0.9809,0.9997,5470700000000.0,,,0.9809,0.9997,5470700000000.0,
6,6,6,Công ly TNHH Bất động sản Gia Đức,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","100,00%",3.739.989.500.000,(*),-,"99,99%","100,00%",3.739.989.500.000,(*),,,,0.9998999999999999,1.0,3739989500000.0,,,0.9998999999999999,1.0,3739989500000.0,
7,7,7,Công ly TNHH Đầu tư Địa ốc Nova Saigon Royal,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",3.527.393.300.000,(*),-,"100,00%","100,00%",3.527.393.300.000,(*),,,,1.0,1.0,3527393300000.0,,,1.0,1.0,3527393300000.0,
8,8,8,Công ly Cổ phần The Prince Residence,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,96%","99,96%",3.140.839.200.000,(*),-,"99,96%","99,96%",3.140.639.200.000,(*),,,,0.9995999999999999,0.9995999999999999,3140839200000.0,,,0.9995999999999999,0.9995999999999999,3140639200000.0,
9,9,9,Công ly TNHH Đầu tư Bất động sản Unity,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98%","99,98%",2.629.500.000.000,(*),-,"99,98%","99,98%",2.629.500.000.000,(*),,,,0.9998,0.9998,2629500000000.0,,,0.9998,0.9998,2629500000000.0,
10,10,10,Công ly TNHH Đầu tư Bất động sản Tân Kim Yến,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",2.204.800.000.000,(*),-,"99,99%","99,99%",2.204.600.000.000,(*),,,,0.9998999999999999,0.9998999999999999,2204800000000.0,,,0.9998999999999999,0.9998999999999999,2204600000000.0,
11,11,11,Công ly TNHH Bất động sản Đà Lạt Valley (**),TP. Hồ Chí Minh,Kinh doanh bất động sản,"72,62%","72,62%",2.000.000.000.000,(*),-,"72,62%","72,62%",2.000.000.000.000,(*),,,,0.7262000000000001,0.7262000000000001,2000000000000.0,,,0.7262000000000001,0.7262000000000001,2000000000000.0,
12,12,12,Công ly TNHH Đầu tư và Bất động sản Tường Minh,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","100,00%",1.925.665.604.000,(*),-,"99,99%","100,00%",1.925.665.604.000,(*),,,,0.9998999999999999,1.0,1925665604000.0,,,0.9998999999999999,1.0,1925665604000.0,
13,13,13,Công ly TNHH Bất động sản Bách Hợp,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,77%","99,77%",1.910.786.560.000,(*),-,"99,77%","99,77%",1.910.786.560.000,(*),,,,0.9976999999999999,0.9976999999999999,1910786560000.0,,,0.9976999999999999,0.9976999999999999,1910786560000.0,
14,14,14,Công ly TNHH Đầu tư và Phát triển Bất động sản An Phát,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",1.632.498.000.000,(*),-,"100,00%","100,00%",1.632.498.000.000,(*),,,,1.0,1.0,1632498000000.0,,,1.0,1.0,1632498000000.0,
