row_label_raw,row_label_full,col_0,31.12.2023VND,31.12.2022VND,numeric__31.12.2023VND,numeric__31.12.2022VND
Doanh thu chưa thực hiện dài hạn (Thuyết minh 18),Doanh thu chưa thực hiện dài hạn (Thuyết minh 18),Doanh thu chưa thực hiện dài hạn (Thuyết minh 18),Doanh thu chưa thực hiện dài hạn (Thuyết minh 18),Doanh thu chưa thực hiện dài hạn (Thuyết minh 18),,
Công ty TNHH Nova Property Management,Doanh thu chưa thực hiện dài hạn (Thuyết minh 18) > Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,57.514.077.976,58.886.183.212,57514077976.0,58886183212.0
Phải trả ngắn hạn khác (Thuyết minh 19(a)),Phải trả ngắn hạn khác (Thuyết minh 19(a)),Phải trả ngắn hạn khác (Thuyết minh 19(a)),Phải trả ngắn hạn khác (Thuyết minh 19(a)),Phải trả ngắn hạn khác (Thuyết minh 19(a)),,
Công ty Cổ phần NovaGroup,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty Cổ phần NovaGroup,Công ty Cổ phần NovaGroup,2.039.387.325.718,995.404.405.733,2039387325718.0,995404405733.0
Công ty TNHH Đầu tư và Phát triển Bất động sảnNova Phúc Nguyên,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty TNHH Đầu tư và Phát triển Bất động sảnNova Phúc Nguyên,Công ty TNHH Đầu tư và Phát triển Bất động sảnNova Phúc Nguyên,299.920.651.995,-,299920651995.0,
Công ty TNHH Delta – Valley Bình Thuận,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty TNHH Delta – Valley Bình Thuận,Công ty TNHH Delta – Valley Bình Thuận,27.757.978.707,-,27757978707.0,
Công ty Cổ phần Diamond Properties,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty Cổ phần Diamond Properties,Công ty Cổ phần Diamond Properties,1.312.798.572,-,1312798572.0,
Công ty TNHH The Forest City,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty TNHH The Forest City,Công ty TNHH The Forest City,841.870.093,-,841870093.0,
Công ty TNHH Đầu tư Bất động sản Long Hung Phát,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty TNHH Đầu tư Bất động sản Long Hung Phát,Công ty TNHH Đầu tư Bất động sản Long Hung Phát,819.453.637,-,819453637.0,
Công ty TNHH Bất động sản Đà Lạt Valley,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty TNHH Bất động sản Đà Lạt Valley,Công ty TNHH Bất động sản Đà Lạt Valley,750.337.768,-,750337768.0,
Công ty TNHH Bất động sản Nova Riverside,Phải trả ngắn hạn khác (Thuyết minh 19(a)) > Công ty TNHH Bất động sản Nova Riverside,Công ty TNHH Bất động sản Nova Riverside,569.761.883,-,569761883.0,
,,,2.371.360.178.373,995.404.405.733,2371360178373.0,995404405733.0
Phải trả dài hạn khác (Thuyết minh 19(b)),Phải trả dài hạn khác (Thuyết minh 19(b)),Phải trả dài hạn khác (Thuyết minh 19(b)),Phải trả dài hạn khác (Thuyết minh 19(b)),Phải trả dài hạn khác (Thuyết minh 19(b)),,
"Hợp tác đầu tư, phát triển dự án","Hợp tác đầu tư, phát triển dự án","Hợp tác đầu tư, phát triển dự án","Hợp tác đầu tư, phát triển dự án","Hợp tác đầu tư, phát triển dự án",,
Công ty Cổ phần Bất động sản Đình Phát,"Hợp tác đầu tư, phát triển dự án > Công ty Cổ phần Bất động sản Đình Phát",Công ty Cổ phần Bất động sản Đình Phát,1.015.000.000.000,1.015.000.000.000,1015000000000.0,1015000000000.0
Công ty Cổ phần Đia ốc Thành Nhơn,"Hợp tác đầu tư, phát triển dự án > Công ty Cổ phần Đia ốc Thành Nhơn",Công ty Cổ phần Đia ốc Thành Nhơn,660.000.000.000,660.000.000.000,660000000000.0,660000000000.0
Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,"Hợp tác đầu tư, phát triển dự án > Công ty Cổ phần Kinh doanh Bất động sản Thái Bình",Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,614.000.000.000,614.000.000.000,614000000000.0,614000000000.0
Công ty TNHH Bất động sản Nova Riverside,"Hợp tác đầu tư, phát triển dự án > Công ty TNHH Bất động sản Nova Riverside",Công ty TNHH Bất động sản Nova Riverside,466.000.000.000,466.000.000.000,466000000000.0,466000000000.0
Công ty TNHH Bất động sản Gia Phú,"Hợp tác đầu tư, phát triển dự án > Công ty TNHH Bất động sản Gia Phú",Công ty TNHH Bất động sản Gia Phú,178.000.000.000,178.000.000.000,178000000000.0,178000000000.0
Khác,Khác,Khác,Khác,Khác,,
Công ty Cổ phần The Prince Residence,Khác > Công ty Cổ phần The Prince Residence,Công ty Cổ phần The Prince Residence,1.142.340.858.709,-,1142340858709.0,
,,,4.075.340.858.709,2.933.000.000.000,4075340858709.0,2933000000000.0
Vay dài hạn (Thuyết minh 20(b)),Vay dài hạn (Thuyết minh 20(b)),Vay dài hạn (Thuyết minh 20(b)),Vay dài hạn (Thuyết minh 20(b)),Vay dài hạn (Thuyết minh 20(b)),,
Công ty TNHH Đầu tư Bất động sản Long Hung Phát,Vay dài hạn (Thuyết minh 20(b)) > Công ty TNHH Đầu tư Bất động sản Long Hung Phát,Công ty TNHH Đầu tư Bất động sản Long Hung Phát,432.000.000.000,-,432000000000.0,
