row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2023VND,2022VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,66.567.709.263.379,67.728.811.179.192,,,66567709263379.0,67728811179192.0
310,Mãsố > 310,310,Nợ ngắn hạn,,27.624.447.836.357,21.655.413.463.861,,,27624447836357.0,21655413463861.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,14,349.175.664.317,228.412.202.057,,14.0,349175664317.0,228412202057.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,15,315.418.485.515,334.899.278.397,,15.0,315418485515.0,334899278397.0
313,Mãsố > 313,313,Thuế và các khoản phải nộpNhà nước,16(b),8.884.201.572,27.595.101.289,,,8884201572.0,27595101289.0
314,Mãsố > 314,314,Phải trả người lao đông,,1.700.195.200,-,,,1700195200.0,
315,Mãsố > 315,315,Chỉ phí phải trả ngắn hạn,17,3.171.864.296.792,1.833.059.530.393,,17.0,3171864296792.0,1833059530393.0
318,Mãsố > 318,318,Doanh thu chưa thực hiện ngắn hạn,,1.372.105.236,1.372.105.240,,,1372105236.0,1372105240.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,19(a),2.981.377.570.196,1.398.364.185.526,,,2981377570196.0,1398364185526.0
320,Mãsố > 320,320,Vay ngắn hạn,20(a),20.789.820.610.180,17.826.876.353.610,,,20789820610180.0,17826876353610.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",,4.834.707.349,4.834.707.349,,,4834707349.0,4834707349.0
330,Mãsố > 330,330,Nợ dài hạn,,38.943.261.427.022,46.073.397.715.331,,,38943261427022.0,46073397715331.0
336,Mãsố > 336,336,Doanh thu chưa thực hiện dài hạn,18,57.514.077.976,58.886.183.212,,18.0,57514077976.0,58886183212.0
337,Mãsố > 337,337,Phải trả dài hạn khác,19(b),23.419.119.798.205,21.517.277.979.471,,,23419119798205.0,21517277979471.0
338,Mãsố > 338,338,Vay dài hạn,20(b),15.459.511.205.583,24.491.030.742.890,,,15459511205583.0,24491030742890.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,,7.116.345.258,6.202.809.758,,,7116345258.0,6202809758.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,22.640.941.208.554,26.510.211.943.326,,,22640941208554.0,26510211943326.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,22.640.941.208.554,26.510.211.943.326,,,22640941208554.0,26510211943326.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"21, 22",19.501.045.380.000,19.501.045.380.000,,,19501045380000.0,19501045380000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phố thông có quyềnbiểu quyết,,19.501.045.380.000,19.501.045.380.000,,,19501045380000.0,19501045380000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,22,5.051.601.924.626,5.051.601.924.626,,22.0,5051601924626.0,5051601924626.0
421,Mãsố > 421,421,"(Lỗ sau thuế lũy kể)/loi nhuận sauthuế (""LNST"") chưa phân phối",22,(1.911.706.096.072),1.957.564.638.700,,22.0,-1911706096072.0,1957564638700.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế củacác năm trước,,1.957.564.638.700,2.571.151.059.258,,,1957564638700.0,2571151059258.0
421b,Mãsố > 421b,421b,- Lỗ sau thuế của năm nay,,(3.869.270.734.772),(613.586.420.558),,,-3869270734772.0,-613586420558.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,89.208.650.471.933,94.239.023.122.518,,,89208650471933.0,94239023122518.0
