row_label_raw,row_label_full,Mãsố,TÀI SẢN (tiếp theo),Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN (tiếp theo),numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN (tiếp theo),Thuyếtminh,2023VND,2022VND,,,,
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,84.337.061.234.601,86.471.592.448.027,,,84337061234601.0,86471592448027.0
210,Mãsố > 210,210,Các khoản phải thu dài hạn,,7.692.095.985.784,9.448.005.657.784,,,7692095985784.0,9448005657784.0
216,Mãsố > 216,216,Phải thu dài hạn khác,7(b),7.692.095.985.784,9.448.005.657.784,,,7692095985784.0,9448005657784.0
220,Mãsố > 220,220,Tài sản cố định,,537.876.148.834,562.282.359.107,,,537876148834.0,562282359107.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,10(a),468.103.180.090,479.229.418.391,,,468103180090.0,479229418391.0
222,Mãsố > 222,222,Nguyên giá,,610.947.910.869,611.474.361.373,,,610947910869.0,611474361373.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(142.844.730.779),(132.244.942.982),,,-142844730779.0,-132244942982.0
227,Mãsố > 227,227,Tài sản cố định vô hình,10(b),69.772.968.744,83.052.940.718,,,69772968744.0,83052940718.0
228,Mãsố > 228,228,Nguyên giá,,169.887.346.122,165.943.923.622,,,169887346122.0,165943923622.0
229,Mãsố > 229,229,Giá trị khấu hao lũy kế,,(100.114.377.378),(82.890.982.906),,,-100114377378.0,-82890982906.0
230,Mãsố > 230,230,Bắt động sản đầu tư,11,334.191.850.357,340.284.658.536,,11.0,334191850357.0,340284658536.0
231,Mãsố > 231,231,Nguyên giá,,387.467.333.888,387.467.333.888,,,387467333888.0,387467333888.0
232,Mãsố > 232,232,Giá trị khấu hao lũy kế,,(53.275.483.531),(47.182.675.352),,,-53275483531.0,-47182675352.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,188.449.681.517,198.657.647.668,,,188449681517.0,198657647668.0
241,Mãsố > 241,241,"Chi phí sản xuất, kinh doanh dở dangđai hạn",12,181.998.060.395,181.998.060.395,,12.0,181998060395.0,181998060395.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,13,6.451.621.122,16.659.587.273,,13.0,6451621122.0,16659587273.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,,75.580.899.016.143,75.917.831.642.977,,,75580899016143.0,75917831642977.0
251,Mãsố > 251,251,Đầu tư vào công ty con,4(b),75.817.539.582.977,75.817.539.582.977,,,75817539582977.0,75817539582977.0
252,Mãsố > 252,252,Đầu tư vào công ty liên kết,4(b),75.392.060.000,75.392.060.000,,,75392060000.0,75392060000.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,4(b),24.900.000.000,24.900.000.000,,,24900000000.0,24900000000.0
254,Mãsố > 254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(336.932.626.834),-,,,-336932626834.0,
260,Mãsố > 260,260,Tài sản dài hạn khác,,3.548.551.966,4.530.481.955,,,3548551966.0,4530481955.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,9(b),2.572.678.394,3.554.608.383,,,2572678394.0,3554608383.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,,975.873.572,975.873.572,,,975873572.0,975873572.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,89.208.650.471.933,94.239.023.122.518,,,89208650471933.0,94239023122518.0
