row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2023VND,2022VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,"Lỗ kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hạo tài sản cố định (""TSCĐ"") vàbắt động sản đầu tư 31",(3.869.270.734.772),(613.586.420.558),,-3869270734772.0,-613586420558.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Lỗ kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hạo tài sản cố định (""TSCĐ"") vàbắt động sản đầu tư 31",40.192.116.680,48.083.126.672,,40192116680.0,48083126672.0
03,03,03,Các khoản dự phòng,,-,,,
04,03 > 04,04,Lỗ chênh lệch tỷ giả hối đoai do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,,398.764.578.775,,,398764578775.0
05,03 > 05,05,Lãi từ hoạt động đầu tư,,(3.633.749.513.944),,,-3633749513944.0
06,03 > 06,06,Chi phí lãi vay và chi phí phát hành trải phiếu,,4.310.662.947.974,,,4310662947974.0
08,03 > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu độngGiảm/(tăng) các khoản phải thu,,565.655.556.066,,,565655556066.0
09,03 > 09,09,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu độngGiảm/(tăng) các khoản phải thu,4.226.399.996.099,(4.482.289.592.171),,4226399996099.0,-4482289592171.0
10,03 > 10,10,Tăng hàng tồn kho,,(584.126.684),,,-584126684.0
11,03 > 11,11,Tăng các khoản phải trả,,2.322.173.583.373,,,2322173583373.0
12,03 > 12,12,Giảm chi phí trả trước,,22.579.559.834,,,22579559834.0
14,03 > 14,14,Tiền lãi vay đã trả,,(3.286.628.408.015),,,-3286628408015.0
20,03 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(4.859.093.427.597),,,-4859093427597.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và cáctai sản dài hạn khác",,(30.924.842.571),,,-30924842571.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bản TSCĐ",,954.545.455,,,954545455.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,Tiền thu hồi tiên gửi có ký hạn,,15.818.959.233,,,15818959233.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(19.238.607.500.000),,,-19238607500000.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,8.841.065.500.000,,,8841065500000.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,2.125.416.011.904,,,2125416011904.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(8.286.277.325.979),,,-8286277325979.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 31,31,Tiền thu từ phát hành cổ phiếu,,193.042.000.000,,,193042000000.0
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 33,33,Tiền thu từ đi vay 20,,21.430.536.024.259,,,21430536024259.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,,(10.242.795.808.769),,,-10242795808769.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,11.380.782.215.490,,,11380782215490.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,(1.764.588.538.086),,,-1764588538086.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm 3,,2.387.919.600.559,,,2387919600559.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoai quy đốingoại tệ,,(96.043.464),,,-96043464.0
