row_label_raw,row_label_full,col_0,Cổ phần thường VND,Thặng dư vốn cổ phần VND,LNST chưa phân phối/ (Lỗ sau thuế lũy kế) VND,Tổng cộng VND,numeric__Cổ phần thường VND,numeric__Thặng dư vốn cổ phần VND,numeric__LNST chưa phân phối/ (Lỗ sau thuế lũy kế) VND,numeric__Tổng cộng VND
Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,19.304.213.190.000,5.023.225.314.626,2.571.151.059.258,26.898.589.563.884,19304213190000.0,5023225314626.0,2571151059258.0,26898589563884.0
Phát hành cổ phiếu thường theo chương trình ESOP cho nhân viên,Phát hành cổ phiếu thường theo chương trình ESOP cho nhân viên,Phát hành cổ phiếu thường theo chương trình ESOP cho nhân viên,193.042.000.000,(50.000.000),-,192.992.000.000,193042000000.0,-50000000.0,,192992000000.0
Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 1 ngày 23 tháng 5 năm 2022,Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 1 ngày 23 tháng 5 năm 2022,Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 1 ngày 23 tháng 5 năm 2022,541.450.000,4.060.950.000,-,4.602.400.000,541450000.0,4060950000.0,,4602400000.0
Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 2 ngày 30 tháng 6 năm 2022,Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 2 ngày 30 tháng 6 năm 2022,Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 2 ngày 30 tháng 6 năm 2022,541.450.000,4.060.950.000,-,4.602.400.000,541450000.0,4060950000.0,,4602400000.0
Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 3 ngày 22 tháng 11 năm 2022,Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 3 ngày 22 tháng 11 năm 2022,Phát hành cổ phiếu phổ thông để chuyển đổi trái phiếu chuyển đổi đốt 3 ngày 22 tháng 11 năm 2022,2.707.290.000,20.304.710.000,-,23.012.000.000,2707290000.0,20304710000.0,,23012000000.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,(613.586.420.558),(613.586.420.558),,,-613586420558.0,-613586420558.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,19.501.045.380.000,5.051.601.924.626,1.957.564.638.700,26.510.211.943.326,19501045380000.0,5051601924626.0,1957564638700.0,26510211943326.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,(3.869.270.734.772),(3.869.270.734.772),,,-3869270734772.0,-3869270734772.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,19.501.045.380.000,5.051.601.924.626,(1.911.706.096.072),22.640.941.208.554,19501045380000.0,5051601924626.0,-1911706096072.0,22640941208554.0
