row_label_raw,row_label_full,Tên cổ đông,Vốn góp theo mệnh giá VND,Cổ phiếu phổ thông,Tỷ lệ %,numeric__Vốn góp theo mệnh giá VND,numeric__Cổ phiếu phổ thông,numeric__Tỷ lệ %
Công ty Cổ phần NovaGroup,Công ty Cổ phần NovaGroup,Công ty Cổ phần NovaGroup,3.822.574.330.000,382.257.433,"19,60",3822574330000.0,382257433.0,19.6
Công ty Cổ phần Diamond Properties,Công ty Cổ phần Diamond Properties,Công ty Cổ phần Diamond Properties,1.764.153.930.000,176.415.393,"9,05",1764153930000.0,176415393.0,9.05
Cổ đông khác,Cổ đông khác,Cổ đông khác,13.914.317.120.000,1.391.431.712,"71,35",13914317120000.0,1391431712.0,71.35
,,,19.501.045.380.000,1.950.104.538,"100,00",19501045380000.0,1950104538.0,100.0
