row_label_raw,row_label_full,Họ và tên,Chức danh,2023,2023_1,numeric__Chức danh,numeric__2023,numeric__2023_1
Họ và tên,Họ và tên,Họ và tên,Chức danh,Tiền lương,Thù lao,,,
Bùi Thành Nhơn,Họ và tên > Bùi Thành Nhơn,Bùi Thành Nhơn,Chủ tịch HĐQT,-,1.100.000.000,,,1100000000.0
Bùi Xuân Huy,Họ và tên > Bùi Xuân Huy,Bùi Xuân Huy,Chủ tịch HĐQT,-,100.000.000,,,100000000.0
Bùi Xuân Huy,Họ và tên > Bùi Xuân Huy,Bùi Xuân Huy,Thành viên HĐQT,-,20.000.000,,,20000000.0
Hoàng Thu Châu,Họ và tên > Hoàng Thu Châu,Hoàng Thu Châu,Thành viên HĐQT,-,30.000.000,,,30000000.0
Phạm Tiến Vân,Họ và tên > Phạm Tiến Vân,Phạm Tiến Vân,Thành viên độc lập,-,600.000.000,,,600000000.0
Nguyễn Mỹ Hạnh,Họ và tên > Nguyễn Mỹ Hạnh,Nguyễn Mỹ Hạnh,Thành viên độc lập,-,600.000.000,,,600000000.0
Hoàng Đức Hùng,Họ và tên > Hoàng Đức Hùng,Hoàng Đức Hùng,Thành viên độc lập,-,211.363.836,,,211363836.0
Đỗ Thị Phương Lan,Họ và tên > Đỗ Thị Phương Lan,Đỗ Thị Phương Lan,Thành viên HĐQT,-,15.755.693,,,15755693.0
Nguyễn Trần Đăng Phước,Họ và tên > Nguyễn Trần Đăng Phước,Nguyễn Trần Đăng Phước,Thành viên HĐQT,-,15.755.693,,,15755693.0
Ng Tech Yow,Họ và tên > Ng Tech Yow,Ng Tech Yow,Thành viên HĐQT,-,60.434.783,,,60434783.0
Ng Tech Yow,Họ và tên > Ng Tech Yow,Ng Tech Yow,Tổng Giám đốc,3.287.238.095,-,,3287238095.0,
Nguyễn Ngọc Huyền,Họ và tên > Nguyễn Ngọc Huyền,Nguyễn Ngọc Huyền,Tổng Giám đốc,591.360.000,-,,591360000.0,
Dương Thị Thu Thủy,Họ và tên > Dương Thị Thu Thủy,Dương Thị Thu Thủy,Phó Tổng Giám đốc,146.298.435,-,,146298435.0,
Võ Thị Cao Ly,Họ và tên > Võ Thị Cao Ly,Võ Thị Cao Ly,Phó Tổng Giám đốc,228.556.800,-,,228556800.0,
Dương Văn Bắc,Họ và tên > Dương Văn Bắc,Dương Văn Bắc,Giám đốc Tài chính,1.638.260.870,-,,1638260870.0,
Nguyễn Đức Dũng,Họ và tên > Nguyễn Đức Dũng,Nguyễn Đức Dũng,Giám đốc Tài chính,799.085.714,-,,799085714.0,
Hủynh Minh Lâm,Họ và tên > Hủynh Minh Lâm,Hủynh Minh Lâm,Kế toán trưởng,1.050.711.965,-,,1050711965.0,
