row_label_raw,row_label_full,Năm phát sinh lỗ,Tỉnh trạng kiểm tra của các cơ quan thuê,Số lỗ phát sinh VND,Số lỗ tinh thuế đã được sử dụng VND,Số lỗ còn được chuyển sang các kỳ tinh thuế sau VND,numeric__Tỉnh trạng kiểm tra của các cơ quan thuê,numeric__Số lỗ phát sinh VND,numeric__Số lỗ tinh thuế đã được sử dụng VND,numeric__Số lỗ còn được chuyển sang các kỳ tinh thuế sau VND
2019,2019,2019,Đã kiểm tra,853.144.722.133,(551.263.610.142),301.881.111.991,,853144722133.0,-551263610142.0,301881111991.0
2021,2021,2021,Chưa quyết toán,657.937.373.460,-,657.937.373.460,,657937373460.0,,657937373460.0
2022,2022,2022,Chưa quyết toán,205.582.105,-,205.582.105,,205582105.0,,205582105.0
2023,2023,2023,Chưa quyết toán,1.838.813.660,-,1.838.813.660,,1838813660.0,,1838813660.0
