row_label_raw,row_label_full,Các khoản tiền phạt,855.733.462,428.402.235,numeric__855.733.462,numeric__428.402.235
Khác,Khác,Khác,967.042.147,493.804.052,967042147.0,493804052.0
,,,1.842.775.609,922.206.287,1842775609.0,922206287.0
