row_label_raw,row_label_full,STT,Tên công ty,Địa điểm,Ngành nghề,2023 > Tỷ lệ sở hữu %,2023 > Giá gốc VND,2023 > Giá trị hợp lý VND,2023 > Dự phòng VND,2022 > Tỷ lệ sở hữu %,2022 > Giá gốc VND,2022 > Giá trị hợp lý VND,2022 > Dự phòng VND,numeric__Tên công ty,numeric__Địa điểm,numeric__Ngành nghề,numeric__2023 > Tỷ lệ sở hữu %,numeric__2023 > Giá gốc VND,numeric__2023 > Giá trị hợp lý VND,numeric__2023 > Dự phòng VND,numeric__2022 > Tỷ lệ sở hữu %,numeric__2022 > Giá gốc VND,numeric__2022 > Giá trị hợp lý VND,numeric__2022 > Dự phòng VND
1,1,1,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,TP. Hồ Chí Minh,Kinh doanh bất động sản,"25,00",60.600.000.000,(*),-,"25,00",60.600.000.000,(*),-,,,,25.0,60600000000.0,,,25.0,60600000000.0,,
2,2,2,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,TP. Hồ Chí Minh,"Kinh doanh buôn bản thiết bị, linh kiến điện tử, viên thông","33,31",14.792.060.000,(*),-,"33,31",14.792.060.000,(*),-,,,,33.31,14792060000.0,,,33.31,14792060000.0,,
,,,,,,,75.392.060.000,,-,,75.392.060.000,,-,,,,,75392060000.0,,,,75392060000.0,,
