row_label_raw,row_label_full,col_0,2023 > Giá trị VND,2023 > Dự phòng VND,2022 > Giá trị VND,2022 > Dự phòng VND,numeric__2023 > Giá trị VND,numeric__2023 > Dự phòng VND,numeric__2022 > Giá trị VND,numeric__2022 > Dự phòng VND
Bên thứ ba (*),Bên thứ ba (*),Bên thứ ba (*),1.089.842.005.723,-,3.953.273.363.914,-,1089842005723.0,,3953273363914.0,
Bên liên quan(Thuyết minh 34(b)),Bên liên quan(Thuyết minh 34(b)),Bên liên quan(Thuyết minh 34(b)),479.729.963.368,(15.000.000.000),244.494.177.018,-,479729963368.0,-15000000000.0,244494177018.0,
,,,1.569.571.969.091,(15.000.000.000),4.197.767.540.932,-,1569571969091.0,-15000000000.0,4197767540932.0,
