row_label_raw,row_label_full,"36. Tỉnh bình thu nhập của cán bộ, công nhân viên",Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
"I. Tổng số cán bộ, công nhân viên","I. Tổng số cán bộ, công nhân viên","I. Tổng số cán bộ, công nhân viên",1.460,1.483,1460.0,1483.0
"II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên",,,,
1. Tổng quỹ lương,"II. Thu nhập của cán bộ, công nhân viên > 1. Tổng quỹ lương",1. Tổng quỹ lương,178.378,209.407,178378.0,209407.0
2. Tổng thu nhập,"II. Thu nhập của cán bộ, công nhân viên > 2. Tổng thu nhập",2. Tổng thu nhập,178.378,209.407,178378.0,209407.0
3. Tiền lương bình quân (đồng/người/thắng),"II. Thu nhập của cán bộ, công nhân viên > 3. Tiền lương bình quân (đồng/người/thắng)",3. Tiền lương bình quân (đồng/người/thắng),10,12,10.0,12.0
4. Thu nhập bình quân (đồng/người/thắng),"II. Thu nhập của cán bộ, công nhân viên > 4. Thu nhập bình quân (đồng/người/thắng)",4. Thu nhập bình quân (đồng/người/thắng),10,12,10.0,12.0
