row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
"Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",-,200.381,,-,-,-,-,-,200.381,,200381.0,,,,,,,200381.0
Tiền gói tại ngân hàng Nhà nước,Tiền gói tại ngân hàng Nhà nước,Tiền gói tại ngân hàng Nhà nước,-,-,473.922,-,-,-,-,-,473.922,,,473922.0,,,,,,473922.0
"Tiền, vàng gói tại và cho vay các TCTD khác (*)","Tiền, vàng gói tại và cho vay các TCTD khác (*)","Tiền, vàng gói tại và cho vay các TCTD khác (*)",-,-,1.882.911,,,,-,-,1.882.911,,,1882911.0,,,,,,1882911.0
Chứng khoán kính doanh (*),Chứng khoán kính doanh (*),Chứng khoán kính doanh (*),-,-,-,-,,-,-,-,-,,,,,,,,,
Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*),-,-,-,-,,-,-,-,-,,,,,,,,,
Cho vay khách hàng (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Cho vay khách hàng (*),Cho vay khách hàng (*),-,,484.199,132.328,257.179,5.320.114,4.240.280,2.099.542,12.533.642,,,484199.0,132328.0,257179.0,5320114.0,4240280.0,2099542.0,12533642.0
Chứng khoán đầu tư (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,,-,-,-,-,2.675.872,-,2.675.872,,,,,,,2675872.0,,2675872.0
"Gớp vốn, đầu tư dài hạn (*)","Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Gớp vốn, đầu tư dài hạn (*)","Gớp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,-,125.655,125.655,,,,,,,,125655.0,125655.0
Tải sản cố định và Bất động sản đầu tư,Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tải sản cố định và Bất động sản đầu tư,Tải sản cố định và Bất động sản đầu tư,-,-,-,-,-,-,-,959.439,959.439,,,,,,,,959439.0,959439.0
Tải sản Có khác (*),Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tải sản Có khác (*),Tải sản Có khác (*),-,586.753,-,-,-,-,-,-,586.753,,586753.0,,,,,,,586753.0
Tổng Tài sản,Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tổng Tài sản,Tổng Tài sản,-,787.134,2.841.032,132.328,257.179,5.320.114,6.916.152,3.184.636,19.438.575,,787134.0,2841032.0,132328.0,257179.0,5320114.0,6916152.0,3184636.0,19438575.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,,810.201,223.590,-,-,-,-,1.033.791,,,810201.0,223590.0,,,,,1033791.0
