row_label_raw,row_label_full,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2017","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2016","numeric__- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2017","numeric__- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2016"
Tiền gửi của TCKT,Tiền gửi của TCKT,Tiền gửi của TCKT,2.516.078,3.231.952,2516078.0,3231952.0
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,392.580,1.379.814,392580.0,1379814.0
Công ty TNHH,Công ty TNHH,Công ty TNHH,1.515.022,1.144.648,1515022.0,1144648.0
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,265.875,337.276,265875.0,337276.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,25.617,27.022,25617.0,27022.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,316.984,343.192,316984.0,343192.0
Tiền gửi của cả nhân,Tiền gửi của cả nhân,Tiền gửi của cả nhân,10.477.049,10.803.648,10477049.0,10803648.0
Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,1.856.372,133.328,1856372.0,133328.0
Tổng cộng,Tổng cộng,Tổng cộng,14.849.499,14.168.928,14849499.0,14168928.0
