row_label_raw,row_label_full,- Phân tích giá trị đầu tư theo loại hình đầu tư,31/12/2017 > - Phân tích giá trị đầu tư theo loại hình đầu tư,31/12/2016 > - Phân tích giá trị đầu tư theo loại hình đầu tư,numeric__31/12/2017 > - Phân tích giá trị đầu tư theo loại hình đầu tư,numeric__31/12/2016 > - Phân tích giá trị đầu tư theo loại hình đầu tư
Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,125.655,125.655,125655.0,125655.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,(2.258),(1.824),-2258.0,-1824.0
Tổng cộng,Tổng cộng,Tổng cộng,123.397,123.831,123397.0,123831.0
