row_label_raw,row_label_full,3.2. Cho vay các tổ chức tín dụng khác,31/12/2017,31/12/2016,numeric__31/12/2017,numeric__31/12/2016
Cho vay ngắn hạn,Cho vay ngắn hạn,Cho vay ngắn hạn,25.000,-,25000.0,
Bằng VND,Bằng VND,Bằng VND,25.000,-,25000.0,
Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,-,-,,
Cộng,Dự phòng rủi ro cho vay các TCTD khác > Cộng,Cộng,25.000,-,25000.0,
Tổng cộng,Dự phòng rủi ro cho vay các TCTD khác > Tổng cộng,Tổng cộng,3.031.689,1.882.911,3031689.0,1882911.0
