row_label_raw,row_label_full,6. Cổ phiếu,Triệu cổ phiếu,Triệu cổ phiếu_1,numeric__Triệu cổ phiếu,numeric__Triệu cổ phiếu_1
6. Cổ phiếu,6. Cổ phiếu,6. Cổ phiếu,31/12/2017,31/12/2016,,
- Số lượng cổ phiếu đăng ký phát hành,6. Cổ phiếu > - Số lượng cổ phiếu đăng ký phát hành,- Số lượng cổ phiếu đăng ký phát hành,308,308,308.0,308.0
- Số lượng cổ phiếu đã bán ra công chúng,6. Cổ phiếu > - Số lượng cổ phiếu đã bán ra công chúng,- Số lượng cổ phiếu đã bán ra công chúng,308,308,308.0,308.0
+ Cổ phiếu phổ thông,6. Cổ phiếu > + Cổ phiếu phổ thông,+ Cổ phiếu phổ thông,308,308,308.0,308.0
- Số lượng cổ phiếu đang lưu hành,6. Cổ phiếu > - Số lượng cổ phiếu đang lưu hành,- Số lượng cổ phiếu đang lưu hành,308,308,308.0,308.0
+ Cổ phiếu phổ thông,6. Cổ phiếu > + Cổ phiếu phổ thông,+ Cổ phiếu phổ thông,308,308,308.0,308.0
