row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,478.271,541.357,478271.0,541357.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,5.418.382,4.788.749,5418382.0,4788749.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Phải thu các trung gian thanh toán,Trong đó: > - Phải thu các trung gian thanh toán,- Phải thu các trung gian thanh toán,752.329,1.363.427,752329.0,1363427.0
"- Ký quỹ, thế chấp, đặt cọc","Trong đó: > - Ký quỹ, thế chấp, đặt cọc","- Ký quỹ, thế chấp, đặt cọc",285.630,167.631,285630.0,167631.0
- Phải thu trong nghiệp vụ tài trợ thương mại,Trong đó: > - Phải thu trong nghiệp vụ tài trợ thương mại,- Phải thu trong nghiệp vụ tài trợ thương mại,1.070.512,233.349,1070512.0,233349.0
- Phải thu từ NHNN về cho vay hỗ trợ lãi suất,Trong đó: > - Phải thu từ NHNN về cho vay hỗ trợ lãi suất,- Phải thu từ NHNN về cho vay hỗ trợ lãi suất,473.979,499.418,473979.0,499418.0
- Phải thu khách hàng trong hoạt động bảo hiểm của BIC,Trong đó: > - Phải thu khách hàng trong hoạt động bảo hiểm của BIC,- Phải thu khách hàng trong hoạt động bảo hiểm của BIC,352.505,337.427,352505.0,337427.0
- Phải thu trong hoạt động giao dịch chứng khoán của BSC,Trong đó: > - Phải thu trong hoạt động giao dịch chứng khoán của BSC,- Phải thu trong hoạt động giao dịch chứng khoán của BSC,43.072,21.977,43072.0,21977.0
,,,5.896.653,5.330.106,5896653.0,5330106.0
