row_label_raw,row_label_full,Dự phòng rủi ro cho vay khách hàng tại Việt Nam,31/12/2018Triệu đồng > 11.832.600,31/12/2017Triệu đồng > 10.833.513,numeric__31/12/2018Triệu đồng > 11.832.600,numeric__31/12/2017Triệu đồng > 10.833.513
Dự phòng rủi ro cho vay khách hàng tại các thị trường nước ngoài,Dự phòng rủi ro cho vay khách hàng tại các thị trường nước ngoài,Dự phòng rủi ro cho vay khách hàng tại các thị trường nước ngoài,572.292,516.269,572292.0,516269.0
,,,12.404.892,11.349.782,12404892.0,11349782.0
