row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2018 triệu đồng,31/12/2017 triệu đồng,numeric__Thuyết minh,numeric__31/12/2018 triệu đồng,numeric__31/12/2017 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,10.507.558,8.203.016,5.0,10507558.0,8203016.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,50.185.159,29.418.564,6.0,50185159.0,29418564.0
Tiền gửi và cho vay các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,7,104.113.340,118.355.293,7.0,104113340.0,118355293.0
Tiền gửi tại các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,7.1,81.792.629,76.993.463,71.0,81792629.0,76993463.0
Cho vay các tổ chức tín dụng khác,TÀI SẢN > Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,7.2,22.430.353,41.421.170,72.0,22430353.0,41421170.0
Dự phòng rủi ro tiền gửi và cho vay các TCTD khác,TÀI SẢN > Dự phòng rủi ro tiền gửi và cho vay các TCTD khác,Dự phòng rủi ro tiền gửi và cho vay các TCTD khác,7.3,(109.642),(59.340),73.0,-109642.0,-59340.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,673.639,9.613.772,8.0,673639.0,9613772.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,790.210,9.708.254,,790210.0,9708254.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(116.571),(94.482),,-116571.0,-94482.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,79.755,193.703,9.0,79755.0,193703.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,976.333.888,855.535.525,,976333888.0,855535525.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,988.738.780,866.885.307,10.0,988738780.0,866885307.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(12.404.892),(11.349.782),11.0,-12404892.0,-11349782.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,12,133.142.950,146.477.353,12.0,133142950.0,146477353.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,111.419.195,118.097.616,121.0,111419195.0,118097616.0
