row_label_raw,row_label_full,col_0,2018Triệu đồng,2017Triệu đồng,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,9.472.505,8.665.177,9472505.0,8665177.0
- Lợi nhuận của các công ty con,- Lợi nhuận của các công ty con,- Lợi nhuận của các công ty con,(490.202),(681.794),-490202.0,-681794.0
- Các khoản điều chỉnh hợp nhất,- Các khoản điều chỉnh hợp nhất,- Các khoản điều chỉnh hợp nhất,(63.852),181.145,-63852.0,181145.0
Lợi nhuận trước thuế của riêng Ngân hàng,Lợi nhuận trước thuế của riêng Ngân hàng,Lợi nhuận trước thuế của riêng Ngân hàng,8.918.451,8.164.528,8918451.0,8164528.0
Các khoản mục điều chỉnh:,Các khoản mục điều chỉnh:,Các khoản mục điều chỉnh:,,,,
- Thu nhập từ cổ tức không chịu thuế,Các khoản mục điều chỉnh: > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(243.167),(328.820),-243167.0,-328820.0
- Các chi phí không được khấu trừ,Các khoản mục điều chỉnh: > - Các chi phí không được khấu trừ,- Các chi phí không được khấu trừ,41.785,21.108,41785.0,21108.0
Thu nhập chịu thuế ước tính của Ngân hàng,Các khoản mục điều chỉnh: > Thu nhập chịu thuế ước tính của Ngân hàng,Thu nhập chịu thuế ước tính của Ngân hàng,8.717.069,7.856.816,8717069.0,7856816.0
Chi phí thuế TNDN hiện hành của Ngân hàng mẹ,Các khoản mục điều chỉnh: > Chi phí thuế TNDN hiện hành của Ngân hàng mẹ,Chi phí thuế TNDN hiện hành của Ngân hàng mẹ,1.743.414,1.571.363,1743414.0,1571363.0
Chi phí thuế TNDN hiện hành của các công ty con,Các khoản mục điều chỉnh: > Chi phí thuế TNDN hiện hành của các công ty con,Chi phí thuế TNDN hiện hành của các công ty con,183.214,186.577,183214.0,186577.0
Chi phí thuế TNDN trong kỳ của toàn hệ thống,Các khoản mục điều chỉnh: > Chi phí thuế TNDN trong kỳ của toàn hệ thống,Chi phí thuế TNDN trong kỳ của toàn hệ thống,1.926.628,1.757.940,1926628.0,1757940.0
Thuế TNDN phải trả đầu năm,Các khoản mục điều chỉnh: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,283.073,89.592,283073.0,89592.0
Điều chỉnh chênh lệch theo kết quả Kiểm toán nhà nước và thanh tra thuế,Các khoản mục điều chỉnh: > Điều chỉnh chênh lệch theo kết quả Kiểm toán nhà nước và thanh tra thuế,Điều chỉnh chênh lệch theo kết quả Kiểm toán nhà nước và thanh tra thuế,23.905,27.740,23905.0,27740.0
Tăng từ việc hợp nhất Ngân hàng Lào Việt Bank,Các khoản mục điều chỉnh: > Tăng từ việc hợp nhất Ngân hàng Lào Việt Bank,Tăng từ việc hợp nhất Ngân hàng Lào Việt Bank,-,102.176,,102176.0
Thuế TNDN đã trả trong năm,Các khoản mục điều chỉnh: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.743.510),(1.695.638),-1743510.0,-1695638.0
Tăng khác,Các khoản mục điều chỉnh: > Tăng khác,Tăng khác,-,1.263,,1263.0
Thuế TNDN phải trả cuối năm,Các khoản mục điều chỉnh: > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,490.096,283.073,490096.0,283073.0
