row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,%,31/12/2017Triệu đồng,%_1,numeric__31/12/2018Triệu đồng,numeric__%,numeric__31/12/2017Triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,47.033.577,"4,75%",37.767.528,"4,40%",47033577.0,0.0475,37767528.0,0.044000000000000004
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,55.520.988,"5,61%",55.550.442,"6,46%",55520988.0,0.056100000000000004,55550442.0,0.0646
Công ty TNHH 02 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 02 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 02 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,155.817,"0,02%",272.204,"0,03%",155817.0,0.0002,272204.0,0.0003
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,88.260.516,"8,92%",34.047.728,"3,96%",88260516.0,0.0892,34047728.0,0.039599999999999996
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền phân biểu quyết hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền phân biểu quyết hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền phân biểu quyết hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,48.775.978,"4,93%",41.038.554,"4,77%",48775978.0,0.0493,41038554.0,0.04769999999999999
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,68.538.674,"6,93%",62.352.116,"7,25%",68538674.0,0.0693,62352116.0,0.0725
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,58.506,"0,01%",26.738,"0,00%",58506.0,0.0001,26738.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,4.693.807,"0,47%",6.145.500,"0,71%",4693807.0,0.004699999999999999,6145500.0,0.0070999999999999995
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,32.877.609,"3,32%",27.054.057,"3,15%",32877609.0,0.0332,27054057.0,0.0315
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,492.208,"0,05%",4.913.169,"0,57%",492208.0,0.0005,4913169.0,0.005699999999999999
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",572.320.166,"57,83%",469.592.558,"54,60%",572320166.0,0.5783,469592558.0,0.546
"Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",28.102.817,"2,84%",21.020.629,"2,44%",28102817.0,0.028399999999999998,21020629.0,0.024399999999999998
Khác,Khác,Khác,42.840.492,"4,32%",100 203 950,"11,66%",42840492.0,0.0432,,0.1166
,,,989.671.155,"100,00%",859.985.173,"100,00%",989671155.0,1.0,859985173.0,1.0
