row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,31/12/2017,31/12/2017_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__31/12/2017,numeric__31/12/2017_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,28.359.981,"2,87%",37.071.663,"4,28%",28359981.0,0.0287,37071663.0,0.042800000000000005
Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,2.951.862,"0,30%",2.720.914,"0,31%",2951862.0,0.003,2720914.0,0.0031
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,254.034.227,"25,68%",205.165.068,"23,67%",254034227.0,0.2568,205165068.0,0.23670000000000002
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,54.347.522,"5,50%",52.708.241,"6,08%",54347522.0,0.055,52708241.0,0.0608
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,304.749.678,"30,82%",277.492.874,"32,01%",304749678.0,0.30820000000000003,277492874.0,0.3201
Công ty hợp danh Doanh nghiệp có vốn đầu tư nước ngoài,Công ty hợp danh Doanh nghiệp có vốn đầu tư nước ngoài,Công ty hợp danh Doanh nghiệp có vốn đầu tư nước ngoài,52.908,"0,01%",185.968,"0,02%",52908.0,0.0001,185968.0,0.0002
Công ty hợp danh Doanh nghiệp có vốn đầu tư nước ngoài,Công ty hợp danh Doanh nghiệp có vốn đầu tư nước ngoài,Công ty hợp danh Doanh nghiệp có vốn đầu tư nước ngoài,21.519.701,"2,18%",18.491.646,"2,13%",21519701.0,0.0218,18491646.0,0.0213
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.346.569,"0,14%",1.435.668,"0,17%",1346569.0,0.0014000000000000002,1435668.0,0.0017000000000000001
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội",319.629.909,"32,32%",269.328.431,"31,07%",319629909.0,0.3232,269328431.0,0.3107
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội",979.517,"0,10%",2.156.242,"0,25%",979517.0,0.001,2156242.0,0.0025
Khác,Khác,Khác,766.906,"0,08%",128.592,"0,01%",766906.0,0.0008,128592.0,0.0001
,,,988.738.780,"100,00%",866.885.307,"100,00%",988738780.0,1.0,866885307.0,1.0
