row_label_raw,row_label_full,col_0,2018Triệu đồng,2017Triệu đồng,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,6.801.845,5.611.617,6801845.0,5611617.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,2.987.253,2.270.271,2987253.0,2270271.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,100.101,68.541,100101.0,68541.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,110.426,107.201,110426.0,107201.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,3.604.065,3.165.604,3604065.0,3165604.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(3.251.046),(2.645.847),-3251046.0,-2645847.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(579.400),(319.684),-579400.0,-319684.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(222.044),(178.559),-222044.0,-178559.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(133.910),(123.984),-133910.0,-123984.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(874),(843),-874.0,-843.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(2.314.818),(2.022.777),-2314818.0,-2022777.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.550.799,2.965.770,3550799.0,2965770.0
