row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,8.851.907,8.480.653,8851907.0,8480653.0
- Chi phí xây dựng cơ bản dở dang(Thuyết minh số 15.1),- Chi phí xây dựng cơ bản dở dang(Thuyết minh số 15.1),- Chi phí xây dựng cơ bản dở dang(Thuyết minh số 15.1),2.955.254,3.150.547,2955254.0,3150547.0
- Các khoản phải thu khác (Thuyết minh số 15.2),- Các khoản phải thu khác (Thuyết minh số 15.2),- Các khoản phải thu khác (Thuyết minh số 15.2),5.896.653,5.330.106,5896653.0,5330106.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",11.897.396,9.479.856,11897396.0,9479856.0
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,34.472,36.000,34472.0,36000.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,4.589.192,4.173.428,4589192.0,4173428.0
- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,168.247,137.370,168247.0,137370.0
- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,2.556.011,2.343.281,2556011.0,2343281.0
- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,534.522,484.709,534522.0,484709.0
- Tài sản Có khác,- Tài sản Có khác,- Tài sản Có khác,1.330.412,1.208.068,1330412.0,1208068.0
Dự phòng rủi ro cho các tài sản Có nội bảngkhác (Thuyết minh số 15.3),Dự phòng rủi ro cho các tài sản Có nội bảngkhác (Thuyết minh số 15.3),Dự phòng rủi ro cho các tài sản Có nội bảngkhác (Thuyết minh số 15.3),(651.815),(611.345),-651815.0,-611345.0
,,,24.721.152,21.558.592,24721152.0,21558592.0
