row_label_raw,row_label_full,EUR được quy đổi Triệu đồng,USD được quy đổi Triệu đồng,Các loại ngoại tệ khác quy đổi Triệu đồng,Tổng cộng Triệu đồng,numeric__USD được quy đổi Triệu đồng,numeric__Các loại ngoại tệ khác quy đổi Triệu đồng,numeric__Tổng cộng Triệu đồng
741.226,741.226,741.226,1.850.107,1.085.979,3.677.312,1850107.0,1085979.0,3677312.0
-,-,-,5.559.096,683.851,6.242.947,5559096.0,683851.0,6242947.0
4.044.503,4.044.503,4.044.503,27.181.476,1.654.448,32.880.427,27181476.0,1654448.0,32880427.0
1.514.645,1.514.645,1.514.645,231.900,-,1.746.545,231900.0,,1746545.0
758.812,758.812,758.812,77.389.968,11.257.134,89.405.914,77389968.0,11257134.0,89405914.0
-,-,-,239.208,996.654,1.235.862,239208.0,996654.0,1235862.0
-,-,-,33.395,-,33.395,33395.0,,33395.0
-,-,-,132.840,773.844,906.684,132840.0,773844.0,906684.0
17.625,17.625,17.625,8.640.390,856.221,9.514.236,8640390.0,856221.0,9514236.0
7.076.811,7.076.811,7.076.811,121.258.380,17.308.131,145.643.322,121258380.0,17308131.0,145643322.0
4.626.116,4.626.116,4.626.116,65.643.200,1.453.005,71.722.321,65643200.0,1453005.0,71722321.0
2.109.747,2.109.747,2.109.747,41.135.049,11.059.177,54.303.973,41135049.0,11059177.0,54303973.0
-,-,-,2.987.096,1.662.570,4.649.666,2987096.0,1662570.0,4649666.0
278.226,278.226,278.226,755.241,5.733,1.039.200,755241.0,5733.0,1039200.0
-,-,-,2.753,-,2.753,2753.0,,2753.0
21.854,21.854,21.854,6.724.753,2.742.787,9.489.394,6724753.0,2742787.0,9489394.0
7.035.943,7.035.943,7.035.943,117.248.092,16.923.272,141.207.307,117248092.0,16923272.0,141207307.0
40.868,40.868,40.868,4.010.288,384.859,4.436.015,4010288.0,384859.0,4436015.0
(114.076),(114.076),(114.076),(1.309.562),(316.806),(1.740.444),-1309562.0,-316806.0,-1740444.0
(73.208),(73.208),(73.208),2.700.726,68.053,2.695.571,2700726.0,68053.0,2695571.0
