row_label_raw,row_label_full,col_0,31/12/2018 > Giá gốc quy đổi Triệu đồng,31/12/2018 > Giá trị ròng của khoản đầu tư hạch toán theo phương pháp VCSH Triệu đồng,31/12/2018 > Tỷ lệ vốn góp %,31/12/2017 > Giá gốc quy đổi Triệu đồng,31/12/2017 > Giá trị ròng của khoản đầu tư hạch toán theo phương pháp VCSH Triệu đồng,31/12/2017 > Tỷ lệ vốn góp %,numeric__31/12/2018 > Giá gốc quy đổi Triệu đồng,numeric__31/12/2018 > Giá trị ròng của khoản đầu tư hạch toán theo phương pháp VCSH Triệu đồng,numeric__31/12/2018 > Tỷ lệ vốn góp %,numeric__31/12/2017 > Giá gốc quy đổi Triệu đồng,numeric__31/12/2017 > Giá trị ròng của khoản đầu tư hạch toán theo phương pháp VCSH Triệu đồng,numeric__31/12/2017 > Tỷ lệ vốn góp %
Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,1.505.054,1.526.811,,1.505.054,1.440.359,,1505054.0,1526811.0,,1505054.0,1440359.0,
Ngân hàng Liên doanh Việt Nga,Ngân hàng Liên doanh Việt Nga,Ngân hàng Liên doanh Việt Nga,1.505.054,1.526.811,"50,00",1.505.054,1.440.359,"50,00",1505054.0,1526811.0,50.0,1505054.0,1440359.0,50.0
Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,515.089,411.876,,515.089,431.336,,515089.0,411876.0,,515089.0,431336.0,
Công ty Liên doanh Tháp BIDV Công ty TNHH,Công ty Liên doanh Tháp BIDV Công ty TNHH,Công ty Liên doanh Tháp BIDV Công ty TNHH,115.089,192.160,"55,00",115.089,177.575,"55,00",115089.0,192160.0,55.0,115089.0,177575.0,55.0
Bảo hiểm nhân thọ BIDV Metlife,Bảo hiểm nhân thọ BIDV Metlife,Bảo hiểm nhân thọ BIDV Metlife,400.000,219.716,"37,55",400.000,253.761,"37,55",400000.0,219716.0,37.55,400000.0,253761.0,37.55
,,,2.020.143,1.938.687,,2.020.143,1.871.695,,2020143.0,1938687.0,,2020143.0,1871695.0,
