row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(Hoàn nhập) dự phòng trong năm,31/12/2018triệu đồng > 83.132 > 36.507,31/12/2017triệu đồng > 123.733 > (23.715),numeric__31/12/2018triệu đồng > 83.132 > 36.507,numeric__31/12/2017triệu đồng > 123.733 > (23.715)
Tăng/(Giảm) khác,Tăng/(Giảm) khác,Tăng/(Giảm) khác,2.995,(16.886),2995.0,-16886.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,122.634,83.132,122634.0,83132.0
