row_label_raw,row_label_full,col_0,Chứng khoán đầu tư sẵn sáng để bán,Chứng khoán đầu tư sẵn sáng để bán_1,Chứng khoán đầu tư sẵn sáng để bán_2,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộngTriệu đồng,numeric__Chứng khoán đầu tư sẵn sáng để bán,numeric__Chứng khoán đầu tư sẵn sáng để bán_1,numeric__Chứng khoán đầu tư sẵn sáng để bán_2,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộngTriệu đồng
,,,Dự phòng giảm giá Triệu đồng,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Tổng cộngTriệu đồng,,,,,,
Số dư đầu nămTrích lập/(hoản nhập) (xem thuyết minh số 28.2),Số dư đầu nămTrích lập/(hoản nhập) (xem thuyết minh số 28.2),Số dư đầu nămTrích lập/(hoản nhập) (xem thuyết minh số 28.2),41.767,178.005,-,120.051,85.528,425.351,41767.0,178005.0,,120051.0,85528.0,425351.0
Tăng khác,Tăng khác,Tăng khác,(653)795,(36.247)-,-,(37.800)-,96.226-,21.526795,,,,,,21526795.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,41.909,141.758,-,82.251,181.754,447.672,41909.0,141758.0,,82251.0,181754.0,447672.0
