row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,12.043.075,10.862.569,12043075.0,10862569.0
- Bằng VND,- Bằng VND,- Bằng VND,4.259.451,7.846.404,4259451.0,7846404.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,7.783.624,3.016.165,7783624.0,3016165.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,10.021.417,16.213.741,10021417.0,16213741.0
- Bằng VND,- Bằng VND,- Bằng VND,3.940.000,9.883.294,3940000.0,9883294.0
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,6.081.417,6.330.447,6081417.0,6330447.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,57.133.657,64.902.552,57133657.0,64902552.0
- Bằng VND,- Bằng VND,- Bằng VND,2.300.000,8.151.975,2300000.0,8151975.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,54.833.657,56.750.577,54833657.0,56750577.0
,,,79.198.149,91.978.862,79198149.0,91978862.0
