row_label_raw,row_label_full,col_0,31/12/2018Triệu đồng,31/12/2017Triệu đồng,numeric__31/12/2018Triệu đồng,numeric__31/12/2017Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,154.664,9.147.885,154664.0,9147885.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,104.331,9.147.885,104331.0,9147885.0
Chứng khoán do các TCKT trong nước phát hành,Chứng khoán do các TCKT trong nước phát hành,Chứng khoán do các TCKT trong nước phát hành,50.333,-,50333.0,
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,635.546,560.369,635546.0,560369.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,77.106,143.618,77106.0,143618.0
Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,557.949,416.256,557949.0,416256.0
Chứng khoán Vốn nước ngoài,Chứng khoán Vốn nước ngoài,Chứng khoán Vốn nước ngoài,491,495,491.0,495.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(116.571),(94.482),-116571.0,-94482.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(116.571),(94.482),-116571.0,-94482.0
,,,673.639,9.613.772,673639.0,9613772.0
