row_label_raw,row_label_full,col_0,Tại ngày1.1.2023VND,TăngVND,GiảmVND,Chênh lệchtỷ giáVND,Tại ngày31.12.2023VND,numeric__Tại ngày1.1.2023VND,numeric__TăngVND,numeric__GiảmVND,numeric__Chênh lệchtỷ giáVND,numeric__Tại ngày31.12.2023VND
Vay ngắn hạn ngân hàng (*),Vay ngắn hạn ngân hàng (*),Vay ngắn hạn ngân hàng (*),4.450.018.862.428,18.638.457.503.278,(17.132.163.807.114),(14.584.495.289),5.941.728.063.303,4450018862428.0,18638457503278.0,-17132163807114.0,-14584495289.0,5941728063303.0
Nợ dài hạn ngân hàng đến hạn trả,Nợ dài hạn ngân hàng đến hạn trả,Nợ dài hạn ngân hàng đến hạn trả,683.383.905.289,39.991.556.359,(683.383.905.289),-,39.991.556.359,683383905289.0,39991556359.0,-683383905289.0,,39991556359.0
Vay ngắn hạn bên liên quan(Thuyết minh 33(b)),Vay ngắn hạn bên liên quan(Thuyết minh 33(b)),Vay ngắn hạn bên liên quan(Thuyết minh 33(b)),82.316.458.936,2.247.621.019.597,(2.269.955.109.060),-,59.982.369.473,82316458936.0,2247621019597.0,-2269955109060.0,,59982369473.0
,,,5.215.719.226.653,20.926.070.079.234,(20.085.502.821.463),(14.584.495.289),6.041.701.989.135,5215719226653.0,20926070079234.0,-20085502821463.0,-14584495289.0,6041701989135.0
