row_label_raw,row_label_full,col_0,col_1,31.12.2023VND,31.12.2022VND,numeric__col_1,numeric__31.12.2023VND,numeric__31.12.2022VND
i),i),i),Tiền gửi tại tài khoản tập trung FPT,,,,,
i),i) > i),i),Công ty Cổ phần FPT,326.687.587,362.640.459,,326687587.0,362640459.0
ii),ii),ii),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,,,
ii),ii) > ii),ii),Công ty TNHH MTV Viễn thông Quốc tế FPT,520.993.987.142,542.700.164.926,,520993987142.0,542700164926.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,10.029.538.792,197.259.000,,10029538792.0,197259000.0
ii),ii) > ii),ii),Công ty TNHH Truyền hình FPT,723.334.531,15.246.117.913,,723334531.0,15246117913.0
ii),ii) > ii),ii),Công ty Cổ phần Dịch vụ Trực tuyến FPT,2.418.083.508,2.118.454.508,,2418083508.0,2118454508.0
ii),ii) > ii),ii),Công ty TNHH Hệ thống Thông tin FPT,327.063.000,112.705.400,,327063000.0,112705400.0
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,4.552.394.604,-,,4552394604.0,
ii),ii) > ii),ii),Công ty TNHH Phần mềm FPT,15.840.000,3.300.000,,15840000.0,3300000.0
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,2.000.000,-,,2000000.0,
ii),ii) > ii),ii),Các công ty thành viên khác cùng Tập đoàn,44.125.942,177.597.816,,44125942.0,177597816.0
ii),ii) > ii),ii),,539.106.367.519,560.555.599.563,,539106367519.0,560555599563.0
iii),iii),iii),Cho vay ngắn hạn (Thuyết minh 6),,,,,
iii),iii) > iii),iii),Công ty TNHH MTV Viễn thông Quốc tế FPT,5.978.364.099.438,3.293.280.745.370,,5978364099438.0,3293280745370.0
iii),iii) > iii),iii),Công ty TNHH Truyền hình FPT,1.075.965.611.742,2.408.900.000.000,,1075965611742.0,2408900000000.0
iii),iii) > iii),iii),,7.054.329.711.180,5.702.180.745.370,,7054329711180.0,5702180745370.0
iv),iv),iv),Phải thu ngắn hạn khác (Thuyết minh 7),,,,,
iv),iv) > iv),iv),Công ty TNHH MTV Viễn thông Quốc tế FPT,504.839.992.715,342.992.830.078,,504839992715.0,342992830078.0
iv),iv) > iv),iv),Công ty TNHH Truyền hình FPT,136.189.577.900,176.266.698.513,,136189577900.0,176266698513.0
iv),iv),iv),Công ty TNHH MTV Viễn thông FPT,,,,,
iv),iv) > iv),iv),Tân Thuận,3.237.755.850,2.455.567.094,,3237755850.0,2455567094.0
iv),iv) > iv),iv),Công ty Cổ phần FPT,3.085.491,367.864,,3085491.0,367864.0
iv),iv) > iv),iv),Các công ty thành viên khác cùng Tập đoàn,9.287.730,-,,9287730.0,
iv),iv) > iv),iv),,644.279.699.686,521.715.463.549,,644279699686.0,521715463549.0
