row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
300,300,300,NỘ PHẢI TRẢ,,10.227.553.436.399,9.766.343.852.523,,,10227553436399.0,9766343852523.0
310,310,310,Nợ ngắn hạn,,10.226.426.261.750,9.724.407.851.818,,,10226426261750.0,9724407851818.0
311,311,311,Phải trả người bán ngắn hạn,14,922.962.550.599,1.480.893.120.608,,14.0,922962550599.0,1480893120608.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.691.140.605,1.056.238.674,,,1691140605.0,1056238674.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),181.874.303.958,18.100.507.589,,,181874303958.0,18100507589.0
314,314,314,Phải trả người lao động,,977.528.256.722,1.024.576.179.384,,,977528256722.0,1024576179384.0
315,315,315,Chi phí phải trả ngắn hạn,16,213.751.521.801,151.886.585.701,,16.0,213751521801.0,151886585701.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17,1.186.116.537.037,1.383.924.450.279,,17.0,1186116537037.0,1383924450279.0
319,319,319,Phải trả ngắn hạn khác,18,300.452.166.388,188.627.292.028,,18.0,300452166388.0,188627292028.0
320,320,320,Vay ngắn hạn,19(a),6.041.701.989.135,5.215.719.226.653,,,6041701989135.0,5215719226653.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,400.347.795.505,259.624.250.902,,20.0,400347795505.0,259624250902.0
330,330,330,Nợ dài hạn,,1.127.174.649,41.936.000.705,,,1127174649.0,41936000705.0
337,337,337,Phải trả dài hạn khác,,1.051.543.680,1.943.300.000,,,1051543680.0,1943300000.0
338,338,338,Vay dài hạn,19(b),-,39.991.556.359,,,,39991556359.0
341,341,341,Thuế thu nhập hoãn lại phải trả,13,75.630.969,1.144.346,,13.0,75630969.0,1144346.0
400,400,400,VỐN CHỦ SỞ HỮU,,8.418.333.763.030,7.276.208.107.305,,,8418333763030.0,7276208107305.0
410,410,410,Vốn chủ sở hữu,"21,22",8.418.333.763.030,7.276.208.107.305,,21.22,8418333763030.0,7276208107305.0
411,411,411,Vốn góp của chủ sở hữu,,4.925.091.640.000,3.283.395.380.000,,,4925091640000.0,3283395380000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.925.091.640.000,3.283.395.380.000,,,4925091640000.0,3283395380000.0
415,415,415,Cổ phiếu quỹ,22,-,-,,22.0,,
418,418,418,Quỹ đầu tư phát triển,22,1.709.722.205.278,1.424.495.512.206,,22.0,1709722205278.0,1424495512206.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,22,1.783.519.917.752,2.568.317.215.099,,22.0,1783519917752.0,2568317215099.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,9.387.557.628,1.031.288.334.192,,,9387557628.0,1031288334192.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,1.774.132.360.124,1.537.028.880.907,,,1774132360124.0,1537028880907.0
440,440,440,TỔNG NGUỒN VỐN,,18.645.887.199.429,17.042.551.959.828,,,18645887199429.0,17042551959828.0
