row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,2.829.509.026.240,2.499.887.080.500,2829509026240.0,2499887080500.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,565.901.805.248,499.977.416.100,565901805248.0,499977416100.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(102.681.080.032),(60.680.431.509),-102681080032.0,-60680431509.0
Chi phí không được khấu trừChênh lệch tạm thời không ghi nhận thuế TNDN hoãn lại,Chi phí không được khấu trừChênh lệch tạm thời không ghi nhận thuế TNDN hoãn lại,Chi phí không được khấu trừChênh lệch tạm thời không ghi nhận thuế TNDN hoãn lại,29.137.173,7.300.000,29137173.0,7300000.0
Chi phí không được khấu trừChênh lệch tạm thời không ghi nhận thuế TNDN hoãn lại,Chi phí không được khấu trừChênh lệch tạm thời không ghi nhận thuế TNDN hoãn lại,Chi phí không được khấu trừChênh lệch tạm thời không ghi nhận thuế TNDN hoãn lại,(638.473.656),-,-638473656.0,
Dự phòng thiếu của năm trước,Dự phòng thiếu của năm trước,Dự phòng thiếu của năm trước,720.788.930,-,720788930.0,
Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),463.332.177.663,439.304.284.591,463332177663.0,439304284591.0
Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêngThuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêngThuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh riêngThuế TNDN - hiện hành,482.631.626.964,434.529.108.030,482631626964.0,434529108030.0
Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,(19.299.449.301),4.775.176.561,-19299449301.0,4775176561.0
,,,463.332.177.663,439.304.284.591,463332177663.0,439304284591.0
