row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,12.552.996.391.372,11.652.111.828.673,,,12552996391372.0,11652111828673.0
02,02,02,Các khoản giảm trừ doanh thu,,-,85.852.395,,,,85852395.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),24,12.552.996.391.372,11.652.025.976.278,,24.0,12552996391372.0,11652025976278.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,6.692.130.281.373,5.953.361.384.007,,25.0,6692130281373.0,5953361384007.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,5.860.866.109.999,5.698.664.592.271,,,5860866109999.0,5698664592271.0
21,21,21,Doanh thu hoạt động tài chính,26,979.881.404.186,886.479.318.166,,26.0,979881404186.0,886479318166.0
22,22,22,Chi phí tài chính,27,479.938.125.336,474.163.419.936,,27.0,479938125336.0,474163419936.0
23,23,23,- Trong đó: Chi phí lãi vay,,450.795.139.387,371.427.394.591,,,450795139387.0,371427394591.0
25,25,25,Chi phí bán hàng,28,1.809.513.094.994,1.668.544.841.091,,28.0,1809513094994.0,1668544841091.0
26,26,26,Chi phí quản lý doanh nghiệp,29,1.721.740.077.856,1.920.181.395.484,,29.0,1721740077856.0,1920181395484.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,2.829.556.215.999,2.522.254.253.926,,,2829556215999.0,2522254253926.0
31,31,31,Thu nhập khác,,33.552.282.434,8.193.181.917,,,33552282434.0,8193181917.0
32,32,32,Chi phí khác,,33.599.472.193,30.560.355.343,,,33599472193.0,30560355343.0
40,40,40,Lỗ khác (40 = 31 - 32),,(47.189.759),(22.367.173.426),,,-47189759.0,-22367173426.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,2.829.509.026.240,2.499.887.080.500,,,2829509026240.0,2499887080500.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,30,482.631.626.964,434.529.108.030,,30.0,482631626964.0,434529108030.0
52,52,52,(Thu nhập)/chi phí thuế TNDN hoãn lại,30,(19.299.449.301),4.775.176.561,,30.0,-19299449301.0,4775176561.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,2.366.176.848.577,2.060.582.795.909,,,2366176848577.0,2060582795909.0
