row_label_raw,row_label_full,col_0,col_1,31.12.2023 > Giá gốc VND,31.12.2023 > Giá trị ghi sở VND,31.12.2022 > Giá gốc VND,31.12.2022 > Giá trị ghi sở VND,numeric__col_1,numeric__31.12.2023 > Giá gốc VND,numeric__31.12.2023 > Giá trị ghi sở VND,numeric__31.12.2022 > Giá gốc VND,numeric__31.12.2022 > Giá trị ghi sở VND
i.,i.,i.,Ngắn hạn,,,,,,,,,
i.,i. > i.,i.,Tiền gửi có kỳ hạn,100.000.000,100.000.000,100.000.000,100.000.000,,100000000.0,100000000.0,100000000.0,100000000.0
ii.,ii.,ii.,Dài hạn,,,,,,,,,
ii.,ii. > ii.,ii.,Tiền gửi có kỳ hạn,200.000.000,200.000.000,200.000.000,200.000.000,,200000000.0,200000000.0,200000000.0,200000000.0
